00002_01, NORFENILEFRINA SOL. GOTAS FCO. C/24ML, c/u, 0, 0.0000
00002_02, NORFENILEFRINA SOL. GOTAS FCO. C/24ML, c/u, 0, 0.0000
00002_03, NORFENILEFRINA SOL. GOTAS FCO. C/24ML, c/u, 3, 0.0000
00002_04, NORFENILEFRINA SOL. GOTAS FCO. C/24ML, c/u, 0, 0.0000
00003_01, ACETAZOLAMIDA 250MG C/30 TAB., c/u, 20, 0.0000
00004_01, VERALIPRIDA 100MG C/20 CAP., pza., 0, 0.0000
000068_01, ERROR EN ALTA DE STOCK ID INTERFERON BETA-1a 30MCG (6000000 UI) C/1 JER. PRELLENADA, tramo, 0, 0.0000
00007_01, ALCOHOL POLIVINILICO 14MG/ML SOL. OFT. C/15ML , c/u, 0, 0.0000
00008_01, NIFEDIPINO 20MG LIB. PROL. C/28 COMP., pza., 0, 0.0000
00009_01, TERAZOSINA 5MG C/30 TAB., pza., 66, 0.0000
00011_01, PLANTAGO OVATA + SENNA ANGUSTIFOLIA 2.71 GR/0.62 GR FCO. GRANULADO C/100GR, pza., 2, 0.0000
00012_01, POLICRESULENO 0.09 GR C/6 OVULOS, pza., 0, 0.0000
00015_01, IMIQUIMOD SOBRES 250MG AL 5% C/12 SOBRES, pza., 0, 0.0000
00015_02, IMIQUIMOD SOBRES 250MG AL 5% C/12 SOBRES, c/u, 0, 0.0000
00015_03, IMIQUIMOD SOBRES 250MG AL 5% C/12 SOBRES, c/u, 0, 0.0000
00021_01, POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML, pza., 20, 0.0000
00022_01, AMBROXOL SOL. ORAL FCO. C/120ML, pza., 0, 0.0000
00022_02, AMBROXOL SOL. ORAL FCO. C/120ML, pza., 0, 0.0000
00022_03, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_04, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_05, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_06, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_07, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_08, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_09, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_10, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_11, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_12, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_13, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 0, 0.0000
00022_14, AMBROXOL SOL. ORAL FCO. C/120ML, c/u, 3, 0.0000
00023_01, AMBROXOL GOTAS FCO. C/30ML, pza., 20, 0.0000
00023_02, AMBROXOL GOTAS FCO. C/30ML, c/u, 89, 0.0000
00023_03, AMBROXOL GOTAS FCO. C/30ML, c/u, 0, 0.0000
00023_04, AMBROXOL GOTAS FCO. C/30ML, c/u, 0, 0.0000
00023_05, AMBROXOL GOTAS FCO. C/30ML, c/u, 0, 0.0000
00023_06, AMBROXOL GOTAS FCO. C/30ML, c/u, 0, 0.0000
00024_01, AMOXICILINA 250MG SUSP. C/75ML, pza., 9, 0.0000
00024_02, AMOXICILINA 250MG SUSP. C/75ML, c/u, 0, 0.0000
00024_03, AMOXICILINA 250MG SUSP. C/75ML, c/u, 0, 0.0000
00024_04, AMOXICILINA 250MG SUSP. C/75ML, c/u, 0, 0.0000
00024_05, AMOXICILINA 250MG SUSP. C/75ML, c/u, 0, 0.0000
00024_06, AMOXICILINA 250MG SUSP. C/75ML, c/u, 40, 0.0000
00026_01, PENICILINA CLEMIZOL + BENCILPENICILINA SODICA 1000000UI + 1 AMP. DE DILUYENTE, pza., 1, 0.0000
00028_01, DILTIAZEM 90MG C/20 TAB., pza., 0, 0.0000
00030_01, AMANTADINA + CLORFENAMINA + PARACETAMOL FCO. C/60ML, pza., 121, 0.0000
00030_02, AMANTADINA + CLORFENAMINA + PARACETAMOL FCO. C/60ML, c/u, 6, 0.0000
00030_03, AMANTADINA + CLORFENAMINA + PARACETAMOL FCO. C/60ML, c/u, 0, 0.0000
00031_01, AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED. GOTAS C/30ML, c/u, 156, 0.0000
00031_02, AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED. GOTAS C/30ML, c/u, 1, 0.0000
00034_01, LEFLUNOMIDA 20MG C/30 COMP., pza., 0, 0.0000
00034_02, LEFLUNOMIDA 20MG C/30 COMP. , c/u, 95, 0.0000
00034_03, LEFLUNOMIDA 20MG C/30 COMP. , c/u, 0, 0.0000
00034_04, LEFLUNOMIDA 20MG C/30 COMP. , c/u, 0, 0.0000
00034_05, LEFLUNOMIDA 20MG C/30 COMP., c/u, 0, 0.0000
00035_01, ANASTROZOL 1MG C/28 TAB., pza., 80, 0.0000
00035_02, ANASTROZOL 1MG C/28 TAB., c/u, 0, 0.0000
00035_03, ANASTROZOL 1MG C/28 TAB., c/u, 0, 0.0000
00035_04, ANASTROZOL 1MG C/28 TAB. , c/u, 0, 0.0000
00035_05, ANASTROZOL 1MG C/28 TAB. , c/u, 0, 0.0000
00035_06, ANASTROZOL 1MG C/28 TAB. , c/u, 13, 0.0000
00035_07, ANASTROZOL 1MG C/28 TAB., c/u, 0, 0.0000
00036_01, RILTEN 25MG TAB 30 RAA * , tramo, 0, 0.0000
00037_01, VALPROATO DE MAGNESIO 500MG C/20 TAB., pza., 53, 0.0000
00038_01, VALPROATO DE MAGNESIO 600MG C/20 TAB., c/u, 0, 0.0000
00038_02, VALPROATO DE MAGNESIO 600MG C/20 TAB., c/u, 0, 0.0000
00040_01, SULFATO DE ATROPINA 1% SOL. OFT. FCO. C/15ML, pza., 20, 0.0000
00041_01, BROMURO DE IPRATROPIO 250MCG/ML SOL. NEBUL. FCO. C/20ML, pza., 126, 0.0000
00045_01, DESLORATADINA 5MG C/30 TAB., c/u, 0, 0.0000
00045_02, DESLORATADINA 5MG C/30 TAB., pza., 0, 0.0000
00045_03, DESLORATADINA 5MG C/30 TAB., c/u, 0, 0.0000
00045_04, DESLORATADINA 5MG C/30 TAB., c/u, 0, 0.0000
00045_05, DESLORATADINA 5MG C/30 TAB., c/u, 0, 0.0000
00045_06, DESLORATADINA 5MG C/30 TAB., c/u, 0, 0.0000
00045_07, DESLORATADINA 5MG C/30 TAB. , c/u, 0, 0.0000
00045_08, DESLORATADINA 5MG C/30 TAB. , c/u, 0, 0.0000
00046_01, BRINZOLAMIDA 1% SUSP. OFT. FCO. C/5ML, pza., 0, 0.0000
00047_01, SULFASALAZINA 500MG C/60 GRAGEAS, pza., 20, 0.0000
00050_01, ARIPIPRAZOL 15MG C/10 TAB., pza., 0, 0.0000
00050_02, ARIPIPRAZOL 15MG C/10 TAB., c/u, 0, 0.0000
00050_03, ARIPIPRAZOL 15MG C/10 TAB. , c/u, 0, 0.0000
00051_01, AZATIOPRINA 50MG C/50 TAB., c/u, 0, 0.0000
00051_02, AZATIOPRINA 50MG C/50 TAB., c/u, 0, 0.0000
00051_03, AZATIOPRINA 50MG C/50 TAB., c/u, 0, 0.0000
00051_04, AZATIOPRINA 50MG C/50 TAB., c/u, 0, 0.0000
00052_01, ACIDO FOLICO 5MG C/50 TAB., pza., 2, 0.0000
00052_02, ACIDO FOLICO 5MG C/50 TAB., c/u, 0, 0.0000
00052_03, ACIDO FOLICO 5MG C/50 TAB., c/u, 0, 0.0000
00052_04, ACIDO FOLICO 5MG C/50 TAB., c/u, 0, 0.0000
00053_01, ACETONIDO DE FLUOCINOLONA + NISTATINA + METRONIDAZOL C/10 OVULOS, pza., 0, 0.0000
