,,,,FORMATO DE REQUISICI…N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,4,389,0,15/03/2016,AGUA INY. 10 ML. C/100 AMP.,,,,"$1,556.00"
,15,349.9,0,15/03/2016,AGUA INY. 5 ML. C/100 AMP.,,,,"$5,248.50"
,4,10375,0,15/03/2016,BOTOX VIAL 200 UNIDADES,,,,"$41,500.00"
,23,1260,0,15/03/2016,CAJA DE DIANEAL 1.5 % C/TAPON C/8 PZAS,,,,"$28,980.00"
,25,1260,0,15/03/2016,CAJA DE DIANEAL 2.5 % C/TAPON C/8 PZAS,,,,"$31,500.00"
,53,1260,0,15/03/2016,CAJA DE DIANEAL 4.25 % C/TAPON C/8 PZAS,,,,"$66,780.00"
,123,15,0,15/03/2016,CLORURO DE SODIO 0.9 % 250 ML.,,,,"$1,845.00"
,96,18,0,15/03/2016,CLORURO DE SODIO 0.9 % 500 ML.,,,,"$1,728.00"
,127,18,0,15/03/2016,CLORURO DE SODIO+GLUCOSADO 5% MIXTO,,,,"$2,286.00"
,169,15,0,15/03/2016,HARTMAN 250 ML.,,,,"$2,535.00"
,154,18,0,15/03/2016,HARTMAN 500 ML,,,,"$2,772.00"
,213,11.87,0,15/03/2016,SOLUCION CS INY. 100 ML. MINIOVAL,,,,"$2,528.31"
,160,20.62,0,15/03/2016,SOLUCION CS INY. FLEXOVAL 1000 ML.,,,,"$3,299.20"
,210,14,0,15/03/2016,SOLUCION CS INY. PLAS 250 ML,,,,"$2,940.00"
,187,20.62,0,15/03/2016,SOLUCION DX-5 INY. FLEXOVAL 1000 ML.,,,,"$3,855.94"
,130,20.62,0,15/03/2016,SOLUCION HT. INY. FLEXOVAL 1000 ML.,,,,"$2,680.60"
,127,14,0,15/03/2016,SOLUCION HT. INY. PLAST 250 ML.,,,,"$1,778.00"
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
