,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,10-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
SAINAR LAS AMERICAS,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MED0002,40,0.5,0,2016-11-11,ACIDO ACETILSALICILICO 500 MG TAB C/20,,,, $20.00 
MED0034,2,27,0,2016-11-11,SULFADIACINA DE PLATA MICRONIZADA CREMA AL 1% TUBO DE 30GR,,,, $54.00 
MED1098,3,38,0,2016-11-11,CLOROPIRAMINA SOLUCI‡N INYECTABLE 20 MG / 2 ML 5 AMPOLLETAS CON 2 ML,,,, $114.00 
MED1085,1,226,0,2016-11-11,CLORURO DE ETILO SPRAY ,,,, $226.00 
MED0116,6,5.1,0,2016-11-11,DICLOFENACO SODICO 75MG/3ML SOL.  INY.,,,, $30.60 
MED0167,2,145.5,0,2016-11-11,FURACIN POMADA 85 GR.,,,, $291.00 
MED0210,40,2.1,0,2016-11-11,NEOMICINA + CAOLIN + PECTINA 129MG/280MG TAB.C/20,,,, $84.00 
MED1032,6,4.83,0,2016-11-11,KETOROLACO 30MG AMP.,,,, $28.98 
MED0219,1,83.5,0,2016-11-11,LAV OFTENO 100 ML ACIDO BORICO BORAX ,,,, $83.50 
MED0223,48,0.7,0,2016-11-11,LOPERAMIDA 2 MG C/12 TABLETAS,,,, $33.60 
MED4451,5,7,0,2016-11-11,MECLIZINA + PIRIDOXINA + LIDOCAINA 25ML/1ML AMP.C/5,,,, $35.00 
MED0235,20,0.78,0,2016-11-11,METAMIZOL SODICO C/10 TABS,,,, $15.60 
MED0239,6,2.5,0,2016-11-11,METOCLOPRAMIDA 10MG/2ML SOL. INY.,,,, $15.00 
MED1033,1,12.7,0,2016-11-11,NAFAZOLINA 1 MG/5MG SOL OFT15 ML,,,, $12.70 
MED1063,1,39.9,0,2016-11-11,NORFENEFRINA SO. GOTAS FCO.10 MG 24 ML,,,, $39.90 
MED0266,42,0.67,0,2016-11-11,OMEPRAZOL CAPSULA 20 MG C/14,,,, $28.14 
MED0296,1,70,0,2016-11-11,TETRACAINA SOL. OFTALMICA GTS. ,,,, $70.00 
MED0305,20,0.75,0,2016-11-11,RANITIDINA 300MG TAB.,,,, $15.00 
MED0321,1,32.5,0,2016-11-11,SALBUTAMOL 100MCG SPRAY,,,, $32.50 
MAT0209,2,11.65,0,2016-11-11,CLORURO DE SODIO 0.9% 250ML,,,, $23.30 
MED4532,60,0.45,0,2016-11-11,DEXAMETASONA 0.5 MG TABS C/30,,,, $27.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,SUBTOTAL," $1,279.82 "
,,,,,,,,IVA, $-   
,,,,,,,,TOTAL," $1,279.82 "
,,,,,,,,,
