FORMATO DE REQUISICI‡N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,120,122,0,2016-02-03,CAJA DE DIANEAL 4.25%,,,,"$14,640.00"
,48,116.67,16,2016-02-03,MONOSYN QUICK 4-0 C0025029,,,,"$5,600.16"
,48,116.67,16,2016-02-03,SAFIL QUICK 6-0 C1046607,,,,"$5,600.16"
,40,122,0,2016-02-03,CAJA DIANEAL AL 1.5%,,,,"$4,880.00"
,36,116.67,16,2016-02-03,MONOSYN QUICK 3-0 C0025043,,,,"$4,200.12"
,36,116.6666667,16,2016-02-03,PREMILENE 6-0 45CM DS16 C0090211,,,,"$4,200.00"
,36,116.6666667,16,2016-02-03,MONOSYN QUICK 5-0,,,,"$4,200.00"
,36,116.6666667,16,2016-02-03,MONOSYN QUICK 6-0,,,,"$4,200.00"
,150,18.8,16,2016-02-03,PARCHES TEGADERM 10X12,,,,"$2,820.00"
,500,5.09,16,2016-02-03,JELCO NO. 20,,,,"$2,545.00"
,500,5.09,16,2016-02-03,JELCO NO. 22,,,,"$2,545.00"
,350,5.09,16,2016-02-03,JELCO NO. 18 CATETER I.V.,,,,"$1,781.50"
,200,5.09,16,2016-02-03,JELCO NO. 24,,,,"$1,018.00"
,3,204,16,2016-02-03,ISODINE ESPUMA,,,,$612.00
,10,45,16,2016-02-03,TUBO ENDOTRAQUEAL NO. 3.5 C/G,,,,$450.00
,10,13.5,16,2016-02-03,CANULA YANKAUER DESECHABLE,,,,$135.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
