,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,24-ago-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,200,38,0,2016-08-23,CLOROPIRAMINA 20MG AMP.,,,," $7,600.00 "
,1500,5.5,0,2016-08-23,DICLOFENACO SODICO 75MG/3ML SOL.  INY.,,,," $8,250.00 "
,1500,4.83,0,2016-08-23,KETOROLACO 30MG AMP.,,,," $7,245.00 "
,15,30.5,0,2016-08-23,LIDOCAINA S/E 2% + S/EPINEFRINA // PATENTE,,,, $457.50 
,300,1.89,0,2016-08-23,NAPROXENO GI TABS. DE 500MG C/10,,,, $567.00 
,420,0.67,0,2016-08-23,OMEPRAZOL CAPSULA 20 MG C/14,,,, $281.40 
,20,25,0,2016-08-23,CLORANFENICOL UNGUENTO TUBO 5 MG,,,, $500.00 
,300,3.03,0,2016-08-23,GABAPENTINA 300MG TAB,,,, $909.00 
,20,29,0,2016-08-23,BETAMETASONA AMP,,,, $580.00 
,120,11.65,0,2016-08-23,CLORURO DE SODIO 0.9% 250ML,,,," $1,398.00 "
,20,14.8,0,2016-08-23,CLORURO DE SODIO 0.9% 500ML,,,, $296.00 
,15,333.5,0,2016-08-23,NITROFURAL POMADA TARRO,,,," $5,002.50 "
,140,2.3,0,2016-08-23,ASPIRINA PROTEC TABLETAS LIB. RETARDADA 100 MG C/28,,,, $322.00 
,90,18,0,2016-08-23,AGUA DE IRRIGACION 1LT,,,," $1,620.00 "
,200,3,0,2016-08-23,AGUA INYECTABLE 10CC,,,, $600.00 
,30,11.65,0,2016-08-23,GLUCOSADO 5% 250ML,,,, $349.50 
,200,2.95,16,2016-08-23,GUANTES CAUCHO NO. 7 USO CIRUGIA,,,, $590.00 
,200,2.95,16,2016-08-23,GUANTES CAUCHO NO. 8 USO CIRUGIA,,,, $590.00 
,5,14.8,0,2016-08-23,HARTMAN 500ML,,,, $74.00 
,50,6,16,2016-08-23,JELCO NO. 16,,,, $300.00 
,48,15,16,2016-08-23,SUTURA NYLON 2,,,, $720.00 
,108,15,16,2016-08-23,SUTURA NYLON 3,,,," $1,620.00 "
,108,16,16,2016-08-23,SUTURA NYLON 4,,,," $1,728.00 "
,108,17,16,2016-08-23,SUTURA NYLON 5,,,," $1,836.00 "
,32,22.5,16,2016-08-23,PILAS AA,,,, $720.00 
,12,24,16,2016-08-23,PILA AAA,,,, $288.00 
,12,9.9,16,2016-08-23,TERMOMETRO ORAL CLINICO MERCURIAL,,,, $118.80 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
