,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,24-jun-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
CHIHUAHUA,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED0002,200,0.55,0,2016-06-24,ACIDO ACETILSALICILICO 500 MG TAB C/20,,,, $110.00 
MED1075,5,14.6,0,2016-06-24,AMBROXOL GOTAS FCO. C/30ML,,,, $73.00 
MED1098,50,38.2,0,2016-06-24,CLOROPIRAMINA 20MG AMP.,,,," $1,910.00 "
MED4448,80,2.1,0,2016-06-24,BUTILHIOSCINA 10 MG C/10 TAB,,,, $168.00 
MED0061,100,8.33,0,2016-06-24,BUTILHIOSCINA SOL INY 20 MG / 1ML C/3 AMP,,,, $833.00 
MED0064,3,33.9,0,2016-06-24,DICLOFENACO POTASICO GOTAS PED. 15MG/1ML FCO.,,,, $101.70 
MED0066,90,0.19,0,2016-06-24,CAPTOPRIL GI TABS DE 25 MG. TAB. CAPTOPRIL,,,, $17.10 
MED4458,8,200,0,2016-06-24,GELAFUNDIN POLIMERIZADO DE GELATINA 500 ML,,,," $1,600.00 "
MED4452,60,0.9,0,2016-06-24,CISAPRIDA 5 MG TABS C/30,,,, $54.00 
MED1085,1,228,0,2016-06-24,CLORURO DE ETILO SPRAY ,,,, $228.00 
MED0101,20,11,0,2016-06-24,IPRATROPIO + SALBUTAMOL 50MG/2.5MG AMP.,,,, $220.00 
MED1012,80,34,0,2016-06-24,ISONICOTINATO DE DEXAMETASONA 8MG/2ML,,,," $2,720.00 "
MED0367,10,31,0,2016-06-24,DEXNE OTICO GOTAS,,,, $310.00 
MED4443,200,0.47,0,2016-06-24,DICLOFENACO 100MG TAB.C/10,,,, $94.00 
MED0116,120,5.75,0,2016-06-24,DICLOFENACO SODICO 75MG/3ML SOL.  INY.,,,, $690.00 
MED0189,2,35,0,2016-06-24,HIDROCORTISONA 100MG AMP.,,,, $70.00 
MED1030,100,0.85,0,2016-06-24,IBUPROFENO TABS 400 MG IBUPROFENO,,,, $85.00 
MED0208,30,1.88,0,2016-06-24,ISORBID TABS. DE 5 MG 0 DINITRATO DE ISOSORBIDA,,,, $56.40 
MED1045,100,0.69,0,2016-06-24,KETOROLACO TAB. 10 MG,,,, $69.00 
MED1032,100,5,0,2016-06-24,KETOROLACO 30MG AMP.,,,, $500.00 
MED0216,36,2.67,0,2016-06-24,KETOROLACO  TAB SUBLINGUAL  30MG  ,,,, $96.12 
MED0223,120,0.75,0,2016-06-24,LOPERAMIDA 2 MG C/12 TABLETAS,,,, $90.00 
MED0226,100,0.8,0,2016-06-24,LORATADINA 10MG GRAGEAS,,,, $80.00 
MED4451,60,7,0,2016-06-24,MECLIZINA + PIRIDOXINA + LIDOCAINA 25ML/1ML AMP.,,,, $420.00 
MED0233,200,2.46,0,2016-06-24,PEPTO BISMOL C/24 TAB,,,, $492.00 
MED4446,7,56.71,0,2016-06-24,TRINITRATO DE GLICERILO 5 MG PARCHES,,,, $396.97 
MED1037,40,2.7,0,2016-06-24,RANITIDINA 50MG AMP.,,,, $108.00 
MED0320,50,2.2,0,2016-06-24,SAL DE UVAS PICOT C/50,,,, $110.00 
MED0322,200,2.25,0,2016-06-24,"SEDALMERK TABLETAS 500 MG PARACETAMOL, CAFEINA Y FENILEFRINA",,,, $450.00 
MED4541,8,31.5,0,2016-06-24,NEOMICINA / GRAMIDICINA / POLIMIXINA B GOTAS OFTALMICAS ,,,, $252.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $12,404.29 "
,,,,,,,,," $14,388.98 "
