FORMATO DE REQUISICI…N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,02-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,1,293.88,0,10/11/2016,ACIDO VALPROICO 250 MG COMPRIMIDOS C/ 30,,,,$293.88
,1,297.91,0,10/11/2016,ACIDO VALPROICO 250MG/120ML SUSPENSION C/ 1,,,,$297.91
,3,31.25,0,10/11/2016,ALCOHOL POLIVINILICO 15 ML GOTAS OFTALMICAS C/ 1,,,,$93.75
,3,56.3,16,10/11/2016,ALIMENTO NUTRICIONAL 237ML LIQUIDO C/ 1 (ENSURE),,,,$168.90
,2,35.15,0,10/11/2016,AMIODARONA  200MG TABLETAS C/ 20,,,,$70.30
,5,51.88,0,10/11/2016,AZITROMICINA 600MG 15ML SUSPENSION C/ 1,,,,$259.40
,2,28.5,0,10/11/2016,CALCIO 500MG C/12,,,,$57.00
,1,17.5,0,10/11/2016,CARBAMAZEPINA  2G/100ML SUSPENSIoN C/ 1,,,,$17.50
,3,41.8,0,10/11/2016,CETIRIZINA 50ML SOLUCION C/ 1,,,,$125.40
,1,576.71,0,10/11/2016,CIPROFIBRATO 100MG CAPSULAS C/ 15,,,,$576.71
,2,420.63,0,10/11/2016,CIPROFLOXACINO DEXAMETASONA 3mg/1mg SOLUCION OFTALMICA C/ 1,,,,$841.26
,2,22.5,0,10/11/2016,CISAPRIDA ˜60 ML SUSPENSION C/ 1,,,,$45.00
,3,316.74,0,10/11/2016,CLINDAMICINA KETOCONAZOL 800/100MG TAB VAGINALES C/ 3,,,,$950.22
,20,42.4,0,10/11/2016,CLORURO DE SODIO ADULTO 30ML SOLUCION NASAL (NASALUB) C/ 1,,,,$848.00
,15,39.86,0,10/11/2016,CLORURO DE SODIO INFANTIL 30ML SOLUCION NASAL (NASALUN) C/ 1,,,,$597.90
,10,25,0,10/11/2016,ELECTROLIT DE 500 ML SABOR MANZANA,,,,$250.00
,3,28.78,0,10/11/2016,FENITOINA 750MG/100ML FCO 237ML SUSPENSION C/ 1,,,,$86.34
,3,16.25,0,10/11/2016,FLUOCINOLONA 30 G CREMA C/ 1,,,,$48.75
,3,405.26,0,10/11/2016,FLUTICASONA 50MCG 120 DOSIS SUSPENSION AEROSOL  C/ 1,,,,"$1,215.78"
,5,16.76,0,10/11/2016,GLIMEPIRIDA 4MG TABLETAS C/ 30,,,,$83.80
,3,492.51,0,10/11/2016,INSULINA 70/30  70/30UI FRASCO AMPULA C/ 2X3ML,,,,"$1,477.53"
,6,427.33,0,10/11/2016,INSULINA GLARGINA (LANTUS 300UI/ML ) C/3ML ,,,,"$2,563.98"
,3,384.15,0,10/11/2016,INSULINA NPH CARUCHO 100UI C/2X3ML,,,,"$1,152.45"
,3,282.43,0,10/11/2016,LEVOTIROXINA 100MCG TABLETAS C/ 50,,,,$847.29
,3,652.74,0,10/11/2016,MOXIFLOXACINO 400MG TABLETAS C/ 7,,,,"$1,958.22"
,3,16.51,0,10/11/2016,NISTATINA/TRIAMCINOLONA 40 G CREMA C/ 1,,,,$49.53
,3,27.38,0,10/11/2016,QUINFAMISA / ALBENDAZOL 200 MG./400 MG./20 ML. SUSPENSION C/ 1,,,,$82.14
,2,28.75,0,10/11/2016,SUBSALICILATO DE BISMUTO 120 ML SUSPENCIO C/ 1,,,,$57.50
,3,12.84,0,10/11/2016,SULFATO FERROSO 15ML SOLUCION PEDIATRICA C/ 1,,,,$38.52
,1,7.95,0,10/11/2016,SULFATO FERROSOS 200 MG TABLETAS C/ 30,,,,$7.95
,2,158.13,0,10/11/2016,TIBOLONA 2.5 MG TABLETAS C/ 30,,,,$316.26
,1,105.18,0,10/11/2016,TIMOLOL 15ML GOTAS OFTALMICAS C/ 1,,,,$105.18
,,,,,,,,SUBTOTAL,"$15,584.35"
,,,,,,,,IVA,"$2,493.50"
,,,,,,,,TOTAL,"$18,077.85"
