,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
ENFERMERIAS,,,,,,20-jun-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
SAINAR,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,24,119,16,2016-06-20,ABATELENGUAS C/500 PZAS.,,,," $2,856.00 "
,10,12.5,16,2016-06-20,AGUA OXIGENADA 500 ML,,,, $125.00 
,73,31.5,16,2016-06-20,ALCOHOL ROJO 96 GR. LITRO CANITAS,,,," $2,299.50 "
,4,275,16,2016-06-20,ALKAZYME PAQ. C/12 SOBRES 20GR.,,,," $1,100.00 "
,2,2925,16,2016-06-20,ALKACIDE ESTERELIZANTE 1 LITRO,,,," $5,850.00 "
,5,66,16,2016-06-20,APLICADORES DE PLASTICO PUNTA ALGODON NO ESTERIL C/500,,,, $330.00 
,8,641.7,16,2016-06-20,BARRERA CONVEXA NIMAG C/5,,,," $5,133.60 "
,3,613.8,16,2016-06-20,BARRERA STOMAHESIVE FLEX 45MM C/5,,,," $1,841.40 "
,2,613.8,16,2016-06-20,BARRERA STOMAHESIVE FLEX 70MM C/5,,,," $1,227.60 "
,2,535,16,2016-06-20,BARRERA TANDEM 70 MM C/5,,,," $1,070.00 "
,3,535,16,2016-06-20,BARRERA CUTANEA PLANA ARO 70 MM CAJA CON 5,,,," $1,605.00 "
,5,480,16,2016-06-20,BARRERA NEW IMAGEN 57MM. C/5,,,," $2,400.00 "
,110,81,16,2016-06-20,BATA MEDICO-PACIENTE SMS AZUL C/10,,,," $8,910.00 "
,30,32,16,2016-06-20,BATA PARA CIRUJANO,,,, $960.00 
,6,83,16,2016-06-20,BRAZALETE IDENTIFICACION,,,, $498.00 
,4,1068,16,2016-06-20,BOLSA ACTIVE LIFE PEDIATRICA,,,," $4,272.00 "
,5,728.84,16,2016-06-20,BOLSA DRENABLE 70 MM C/10,,,," $3,644.20 "
,5,728.84,16,2016-06-20,BOLSA DRENABLE S/F 70 MM C/10,,,," $3,644.20 "
,2,728.84,16,2016-06-20,BOLSA DRENABLE TRANSPARENTE C/10,,,," $1,457.68 "
,70,97,16,2016-06-20,BOLSA MEDIVAC 1LTO. PZA.,,,," $6,790.00 "
,40,86.25,16,2016-06-20,BOLSA MEDIVAC 1.5 LTS. PZA.,,,," $3,450.00 "
,5,796,16,2016-06-20,BOLSA OPACA CON FILTRO 70MM C/10,,,," $3,980.00 "
,15,16.25,16,2016-06-20,BOLSA RECOLECTORA DE ORINA 2 LTS. ADULTO,,,, $243.75 
,25,24.38,16,2016-06-20,BOLSA RECOLECTORA DE ORINA ADULTO PARA PIERNA,,,, $609.50 
,5,225,16,2016-06-20,CAJA HOJA DE BISTURI AL CARBON No.15,,,," $1,125.00 "
,1,985,16,2016-06-20,CAJA DE TUBO LATEX P/ASPIRACION,,,, $985.00 
,5,196,16,2016-06-20,"CAJA CINTA MICROPORE 1.25 1/2""",,,, $980.00 
,19,750,16,2016-06-20,"CAJA INTROCAN CERTO NUM 16,18,20,22",,,," $14,250.00 "
,100,2,16,2016-06-20,CAJA PETRI DESECHABLE S/DIVISION,,,, $200.00 
,150,15,16,2016-06-20,CAMPO ESTERIL HENDIDO 50X70 C/ADHESIVO,,,," $2,250.00 "
,20,35.7,16,2016-06-20,CANULA DE GUEDEL No. 2 PZA.,,,, $714.00 
,20,35.7,16,2016-06-20,CANULA DE GUEDEL No. 3 PZA,,,, $714.00 
,20,35.7,16,2016-06-20,CANULA DE GUEDEL No. 4 PZA,,,, $714.00 
,120,7.8,16,2016-06-20,CATETER P/SUMINISTRO DE OXIGENO ADULTO,,,, $936.00 
,4,115,16,2016-06-20,COMODOS DE PLASTICO ADULTO,,,, $460.00 
,120,90,16,2016-06-20,COMPRESA 70X45 C/6,,,," $10,800.00 "
,10,219,16,2016-06-20,CONOS P/OTOSCOPIO ADULTO,,,," $2,190.00 "
,40,57.5,16,2016-06-20,CUBREBOCAS AZUL C/50,,,," $2,300.00 "
,7,112.5,16,2016-06-20,CUBRE ZAPATO SMS AZUL 100 PZAS.,,,, $787.50 
,20,375,16,2016-06-20,CIRCUITO BAIN DE 60 PULGADAS,,,," $7,500.00 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,,
,,,,,,,,,
