,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,28-jul-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,3,960,16,2016-08-15,"DYNAGLASS PRELUDE FERULIZACION ROLLO 2"".",,,," $2,880.00 "
,6,1202,16,2016-08-15,"DYNAGLASS PRELUDE FERULIZACION ROLLO 3"".",,,," $7,212.00 "
,6,2217,16,2016-08-15,"DYNAGLASS PRELUDE FERULIZACION ROLLO 4"".",,,," $13,302.00 "
,5,2717,16,2016-08-15,"DYNAGLASS PRELUDE FERULIZACION ROLLO 5"".",,,," $13,585.00 "
,19,1219,16,2016-08-15,ELECTRODO PARCHE CAJA C/100,,,," $23,161.00 "
,30,594,16,2016-08-15,EQUIPO ESTERIL CIRUGIA UNIVERSAL AR.,,,," $17,820.00 "
,30,212.5,16,2016-08-15,EQUIPO ESTERIL PARA CIRUGIA MENOR,,,," $6,375.00 "
,1,1115,16,2016-08-15,"EQUIPO ALADO SAFETY-LOK 23X19/7"" C/50 PZAS",,,," $1,115.00 "
,800,7.3,16,2016-08-15,EQUIPO MARIPOSA 23G. PZA.,,,," $5,840.00 "
,300,8.75,16,2016-08-15,ESPEJO VAGINAL DESECH.,,,," $2,625.00 "
,12,335,16,2016-08-15,EXGERM SOLUCION ANTISEPTICA,,,," $4,020.00 "
,4,5450,16,2016-08-15,ELECSYS ESTRADIOL II CALSET (LYO) Y TSH,,,," $21,800.00 "
,6,3477,16,2016-08-15,EMPTY 150 STRIPS OF 4 CUVETTES,,,," $20,862.00 "
,5,12665,16,2016-08-15,E-CHECK (XE) 4X4.5MLX3 LOW/NORM/HIGH,,,," $63,325.00 "
,2,780,16,2016-08-15,FACTOR REUMATOIDE 100 PBAS.,,,," $1,560.00 "
,80,26.1,16,2016-08-15,FLEBOTEK QCO.NB VENOCLISIS,,,," $2,088.00 "
,5,677.5,16,2016-08-15,FOCO 2600,,,," $3,387.50 "
,87,2.35,16,2016-08-15,GASA ESTERIL 10X10,,,, $204.45 
,3,472.5,16,2016-08-15,GEL ULTRA PHONIC 4 LTS.,,,," $1,417.50 "
,36,94.5,16,2016-08-15,GEL ANTIBACTERIAL DE 1 L.,,,," $3,402.00 "
,80,62.5,16,2016-08-15,GLUCOX 250 ML. 100 GRS. GLUCOSA),,,," $5,000.00 "
,80,62.5,16,2016-08-15,GLUCOX 250 ML. 75 GRS. GLUCOSA),,,," $5,000.00 "
,4,62.5,16,2016-08-15,"GORRO BLANCO REDONDO 21""",,,, $250.00 
,90,62.5,16,2016-08-15,GORRO PARA CIRUJANO,,,," $5,625.00 "
,12,307,16,2016-08-15,"GUANTE P/CIRUJANO ESTERIL 6.5, 7 Y 7.5",,,," $3,684.00 "
,15,184,16,2016-08-15,GUANTE DES. POLIET MED. Y GDE. C/100,,,," $2,760.00 "
,105,99,16,2016-08-15,GUANTE NO ESTERIL CH. ME. Y GD. C/100 PZAS.,,,," $10,395.00 "
,3,200,16,2016-08-15,HUATA SOFFBAN 7.5CM X 2.7MTS C/12,,,, $600.00 
,4,468,16,2016-08-15,HEMOCOLORANTE RAPIDO SET HYCEL,,,," $1,872.00 "
,5,14477,16,2016-08-15,"HBA1C TQ 3.150 TESTS, COBAS C 501",,,," $72,385.00 "
,3,245,16,2016-08-15,ISODINE ESPUMA GALON,,,, $735.00 
,6,2809,16,2016-08-15,"ISE STANDARD LOW, MED, HIGH",,,," $16,854.00 "
,8,85,16,2016-08-15,JABON QUIRURGICO GALON,,,, $680.00 
,45,29.5,16,2016-08-15,JALEA LUBRICANTE 135 GR.,,,," $1,327.50 "
,4,215.34,16,2016-08-15,JERINGA 10ML. 22X32 C/100 TERUMO,,,, $861.36 
,7,235,16,2016-08-15,JERINGA 1ML.29X13 C/100 TERUMO,,,," $1,645.00 "
,25,9.6,16,2016-08-15,JERINGA 50cc. P/IRRIGACION,,,, $240.00 
,4,548,16,2016-08-15,LANCETAS ONE TOUCH C/25,,,," $2,192.00 "
,40,36.12,16,2016-08-15,MASCARILLA P/OXIGENO C/TUBO 180CMS,,,," $1,444.80 "
,10,36.12,16,2016-08-15,MASCARILLA CON RESERVORIO ADULTO,,,, $361.20 
,30,35,16,2016-08-15,MICRO NEBULIZADOR CON TUBO Y T,,,," $1,050.00 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
