,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,UBOLD,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED1090,200,0.9,0,2016-03-28,LORATADINA TABS 10MG,,,,
MED0276,50,0.45,0,2016-03-28,PARACETAMOL C/10 TABS,,,,
MED1038,60,0.7,0,2016-03-28,RANITIDINA TABS,,,,
MED0320,50,2.2,0,2016-03-28,SAL DE UVAS SOBRES,,,,
MED4443,60,0.95,0,2016-03-28,DICLOFENACO TABS,,,,
MED1006,30,0.69,0,2016-03-28,KETOROLACO TABS 10MG,,,,
MED0184,10,34.5,0,2016-03-28,SOLUCION GLUCOSA 50% 50ML,,,,
MED0238,60,0.35,0,2016-03-28,METOCLOPRAMIDA TABS 10MG,,,,
MED0116,50,6,0,2016-03-28,DICLOFENACO INY 75MG,,,,
MED1012,200,6.9,0,2016-03-28,DEXAMETASONA SOL INY. 8MG,,,,
MED1032,100,3.67,0,2016-03-28,KETOROLACO AMP 30MG,,,,
MED0304,25,2.7,0,2016-03-28,RANITIDINA AMP 50MG,,,,
MAT0209,15,15,0,2016-03-28,SOL. FISIO. CLORURO DE SODIO 0.9% FCO 250ML,,,,
MAT4028,10,15,0,2016-03-28,HARTMAN 250ML,,,,
MED0184,10,15,0,2016-03-28,SOLUCION GLUCOSA 5% 250ML,,,,
MED0065,30,7.5,0,2016-03-28,BROMURO DE BUTILHIOSCINA INY. 20MG/1ML,,,,
MAT4050,10,18,0,2016-03-28,HARTMAN 500ML,,,,$180.00
MED4472,12,20.5,0,2016-03-28,AGUA INY DE 500ML,,,,$246.00
MED0060,50,18.5,0,2016-03-28,BUTILHIOSCINA CON METAMIZOL INY. CON 1 AMP,,,,$925.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
