,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,32,290,16,15/03/2016,PAPEL KRAF 45 X 70,,,,"$9,280.00"
,5,1875,16,15/03/2016,PAPEL CREPADO ESTERILIZACION,,,,"$9,375.00"
,15,363.7,16,15/03/2016,PASTA P/COLOSTOMIA TUBO 60G.,,,,"$5,455.50"
,4,1758,16,15/03/2016,PREMILENE 3/0 45 CM. DS 24 CAJA CON 36 PZAS.,,,,"$7,032.00"
,2,944,16,15/03/2016,PREMILENE 4/0 45 CM. DSMP19 CAJA CON 12,,,,"$1,888.00"
,70,157.5,16,15/03/2016,PERIFIX 300 CAL. 18 FR.,,,,"$11,025.00"
,1200,3.25,16,15/03/2016,POMADERA CON TAPA Y CIERRE HERMETICO,,,,"$3,900.00"
,4,339,16,15/03/2016,POLVO STOMAHESIVE,,,,"$1,356.00"
,1,11029,16,15/03/2016,PRECICONTROL UNIVERSAL G.2,,,,"$11,029.00"
,20,98,16,15/03/2016,RECOLECTOR DE PUNZOCORTANTES 2LTS. X PZA,,,,"$1,960.00"
,90,136,16,15/03/2016,SABANA DE CAJON 1.20X2.40X0.14,,,,"$12,240.00"
,130,110,16,15/03/2016,SABANA PLANA 1.2X2.0,,,,"$14,300.00"
,3,427,16,15/03/2016,SILKAM BLACK 4/0 75CM HR26 CAJA CON 12,,,,"$1,281.00"
,6,674,16,15/03/2016,SAFIL UNDYED 3/0 45CM DS 19 CAJA CON 12,,,,"$4,044.00"
,5,614,16,15/03/2016,S.F. PLUS FLX CARNE ARO 70 MM CAJA CON 5,,,,"$3,070.00"
,5,47.5,16,15/03/2016,SONDA FOLEY LATEX 14 FR. 2 VIAS C. GLOBO 5ML,,,,$237.50
,10,47.5,16,15/03/2016,SONDA FOLEY LATEX 16 FR 2 VIAS C/GLOBO 5 ML.,,,,$475.00
,10,47.5,16,15/03/2016,SONDA FOLEY LATEX 18 FR 2 VIAS C/GLOBO 5 ML.,,,,$475.00
,5,47.5,16,15/03/2016,SONDA FOLEY LATEX 20 FR 2 VIAS C/GLOBO 5ML.,,,,$237.50
,6,109.2,16,15/03/2016,SONDA FOLEY SILIC 14 FR 2 VIAS C/GLOBO 5ML.,,,,$655.20
,2,109.2,16,15/03/2016,SONDA FOLEY SILIC 18 FR 2 VIAS C/GLOBO 5ML.,,,,$218.40
,15,7,16,15/03/2016,SONDA LEVIN FR. 14 CAT. V-710,,,,$105.00
,50,11.5,16,15/03/2016,SONDA NELATON FR. 14 CAT. V-773-14,,,,$575.00
,5,14,16,15/03/2016,SONDA NELATON FR. 16 CAT. V-773-16,,,,$70.00
,10,17.2,16,15/03/2016,SONDA P/ASPIRAR SECRECION 14 FR CAT. V760C,,,,$172.00
,10,18,16,15/03/2016,SONDA PARA SUCCION 10FR. INFANTIL,,,,$180.00
,2,6917,16,15/03/2016,S 1 RINSE SOLUTION OMNI S,,,,"$13,834.00"
,1,21152,16,15/03/2016,S 3 FLUID PACK A OMNI S,,,,"$21,152.00"
,1,14182,16,15/03/2016,"STROMATOLYSER 4DL, 4DS Y 5L",,,,"$14,182.00"
,1,6080,16,15/03/2016,STA-NEOPLASTIN PLUS 12X10 ML.,,,,"$6,080.00"
,900,8.64,16,15/03/2016,TAPON P/SELLO VENOSO IN-STOPFEN PZA.,,,,"$7,776.00"
,29,556,16,15/03/2016,TIRAS P/GLUCOSA ONE TOUCH ULTRA C/50,,,,"$16,124.00"
,1,225,16,15/03/2016,TELA TRANSPORE 2.5 X 9MT CAJA C/12,,,,$225.00
,12,10.5,16,15/03/2016,TERMOMETRO DE VIDRIO ORAL,,,,$126.00
,45,58.5,16,15/03/2016,TORUNDA DE ALGODON DE 500 GRS.,,,,"$2,632.50"
,10,42.5,16,15/03/2016,TUBO ENDOTRAQUEAL No. 3.0 Y 4.0,,,,$425.00
,60,35,16,15/03/2016,UNIFORME CIRUJANO ESTERIL DESECHABLE,,,,"$2,100.00"
,12,49.5,16,15/03/2016,VENDA ELASTICA 5X5M. C/12.,,,,$594.00
,30,64.5,16,15/03/2016,VENDA ELASTICA 10CMS X 5 MTS C/12,,,,"$1,935.00"
,12,1768,16,15/03/2016,VICRYL 6/0 45 CM. CAJA C/12.,,,,"$21,216.00"
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
