,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT0090,2,50,16,2016-03-22,BOLSA DE TORUNDAS DE ALGODON,,,, $100.00 
MAT0518,100,0.672,16,2016-03-22,GUANTES LATEX MEDIANOS NO ESTERIL,,,, $67.20 
MAT0570,100,2.3,16,2016-03-22,JERINGA 10CC (22X32),,,, $230.00 
MAT0571,100,3.56,16,2016-03-22,JERINGA 20CC SIN AGUJA,,,, $356.00 
MAT0573,300,1.29,16,2016-03-22,JERINGA 3ML (22X32),,,, $387.00 
MAT0575,200,1.48,16,2016-03-22,JERINGA 5CC (22X32),,,, $296.00 
MAT1012,12,4.5,16,2016-03-22,VENDA ELASTICA 10CMX4.5MTS,,,, $54.00 
MAT1013,24,6.13,16,2016-03-22,VENDA ELASTICA 15CM,,,, $147.12 
MAT1016,36,2.4,16,2016-03-22,VENDA ELASTICA 5CMX4.5MTS,,,, $86.40 
MAT1148,30,0.8,16,2016-03-22,VASOS PARA MUESTRAS NO ESTERIL,,,, $24.00 
MAT4016,100,1.02,16,2016-03-22,GUANTES LATEX MEDIANOS ESTERIL,,,, $102.00 
MAT4025,200,1.02,16,2016-03-22,GUANTES LATEX CHICOS ESTERIL,,,, $204.00 
MAT0001,500,0.21,16,2016-03-22,ABATELENGUAS,,,, $105.00 
MAT0059,1,62.8,16,2016-03-22,ANTIBENZIL SOL. JABON,,,, $62.80 
MAT0484,300,0.88,16,2016-03-22,GASA SECA ESTêRIL 10X10,,,, $264.00 
MAT0565,50,6.4,16,2016-03-22,JELCO NO. 20,,,, $320.00 
MAT0596,3,5.5,16,2016-03-22,TORNIQUETES DE LATEX 25 CMS C/ SUJETADOR,,,, $16.50 
MAT0670,6,0,16,2016-03-22,PILAS CR2032 REDONDA 3 VOLTS  ,,,, $-   
MAT0916,200,5.4,16,2016-03-22,TIRAS REACTIVAS ( ACCU CHECK PERFOMA ),,,," $1,080.00 "
MAT1103,15,10.5,16,2016-03-22,APOSITO ESTERIL PIEZA,,,, $157.50 
MAT4500,50,5.5,16,2016-03-22,NORMOGOTERO,,,, $275.00 
MAT1201,12,0,16,2016-03-22,PROLENE 5-0 ,,,, $-   
MAT4051,134,0.911764706,16,2016-03-22,CONOS PARA OTOSCOPIA MEDIANOS,,,, $122.18 
EQU016,1,250,16,2016-03-22,BAUMANOMETRO ANEROIDE ,,,, $250.00 
MAT4518,100,18,16,2016-03-22,PARCHES TEGADERM 10X12,,,," $1,800.00 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $6,506.70 "
,,,,,,,,," $7,547.77 "
