FORMATO DE REQUISICI?N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,31-oct-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,SARA HERNANDEZ,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,5, $-   ,,,5 FLUOROURACILO CREMA DE 5% TUBO C/20GR,2759,, $-   ,
,150, $-   ,,,5-MONONITRATO DE ISOSORBIDA 60MG C/20 TAB.,446,, $-   ,
,25, $-   ,,,ACETATO DE CALCIO + SULFATO DE ALUMINIO C/12 SOBRES,280,, $-   ,
,50, $-   ,,,ACETONIDO DE FLUOCINOLONA + NISTATINA + METRONIDAZOL C/10 OVULOS,53,, $-   ,
,50, $-   ,,,ACETONIDO DE FLUOCINOLONA + POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. OTICAS FCO. C/15ML,775,, $-   ,
,10, $-   ,,,ACETONIDO DE FLUOCINOLONA TUBO C/30GR,511,, $-   ,
,50, $-   ,,,ACICLOVIR 400MG C/35 COMP.,545,, $-   ,
,20, $-   ,,,ACICLOVIR COMPRIMIDOS 200MG C/25 COMP.,1424,, $-   ,
,50, $-   ,,,ACICLOVIR TUBO CREMA C/5GR,2607,, $-   ,
,15, $-   ,,,ACIDO ACETILSALICILICO 500MG C/20 TAB.,2768,, $-   ,
,15, $-   ,,,ACIDO ACEXAMICO + NEOMICINA UNGUENTO 5GR/0.4GR EN 100GR TUBO C/40GR,727,, $-   ,
,10, $-   ,,,ACIDO ACEXAMICO 5GR/100GR UNGUENTO TUBO C/40GR,726,, $-   ,
,30, $-   ,,,ACIDO ASCORBICO + VITAMINA + VITAMINA C 1GR C/10 TAB.,2772,, $-   ,
,50, $-   ,,,"ACIDO ASCORBICO + VITAMINA A + ERGOCALCIFERO VIT. A,C,D SOL. GOTAS C/15ML",2770,, $-   ,
,15, $-   ,,,ACIDO ASCORBICO 500MG C/100 TAB.,175,, $-   ,
,40, $-   ,,,ACIDO MEFENAMICO 500MG C/20 TAB.,2773,, $-   ,
,80, $-   ,,,ACIDO NALIDIXICO + FENAZOPIRIDINA 500MG/50MG C/20 TAB.,2775,, $-   ,
,15, $-   ,,,ACIDO POLIACRILICO GEL OFTALMICO TUBO C/10GR,879,, $-   ,
,40, $-   ,,,ACIDO RETINOICO TUBO CREMA C/20GR,1432,, $-   ,
,5, $-   ,,,ACIDO SALICILICO + ACIDO LACTICO + SOL. 26%/15% FCO. C/15ML,3031,, $-   ,
,100, $-   ,,,ACIDO TIAPROFENICO 300MG C/30 COMP.,772,, $-   ,
,200, $-   ,,,ACIDO URSODESOXICOLICO 250MG C/50 CAP.,861,, $-   ,
,20, $-   ,,,ACIDO VALPROICO 250MG C/30 CAP.,264,, $-   ,
,75, $-   ,,,ACIDO VALPROICO JARABE 250MG C/120ML,290,, $-   ,
,100, $-   ,,,ADALIMUMAB 40MG JER. PRELLENEDA,2016,, $-   ,
,20, $-   ,,,ADAPALENE 1% CREMA C/30GR,1552,, $-   ,
,1200, $-   ,,,AGUA DE MAR HIPERTONICA ESTERIL 125ML DOSIFICADOR INTERCAMBIABLE AD. Y NI O FCO. C/90 DISP. Y 1,2552,, $-   ,
,50, $-   ,,,ALBENDAZOL 200MG C/2 TAB.,957,, $-   ,
,5, $-   ,,,ALCOHOL POLIVINILICO 14MG/ML SOL.OFT. C/15ML,7,, $-   ,
,100, $-   ,,,ALENDRONATO SODICO 70MG C/4 TAB.,1945,, $-   ,
,150, $-   ,,,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436,, $-   ,
,10, $-   ,,,ALFAMETILDOPA 250MG C/30 TAB.,426,, $-   ,
,40, $-   ,,,ALMOTRIPTAN 12.5MG C/2 COMP.,2942,, $-   ,
,320, $-   ,,,ALOPURINOL 300MG C/20 TAB.,54,, $-   ,
,100, $-   ,,,ALPRAZOLAM 0.25MG C/30 TAB. (II),2778,, $-   ,
,35, $-   ,,,ALPRAZOLAM 0.50MG C/30 TAB. (II),2779,, $-   ,
,30, $-   ,,,ALPRAZOLAM 1MG C/30 COMP. (II),1448,, $-   ,
,10, $-   ,,,ALTHERA POLVO LATA C/450GR,2019,, $-   ,
,55, $-   ,,,ALUMINIO + MAGNESIO + DIMETICONA C/50 TAB. (MENTA),699,, $-   ,
,150, $-   ,,,ALUMINIO + MAGNESIO + DIMETICONA SUSP. FCO. C/360ML (MENTA),700,, $-   ,
,30, $-   ,,,AMANTADINA + CLORFENAMINA + PARACETAMOL + FENILEFRINA SOL. FCO. C/60ML,2780,, $-   ,
,170, $-   ,,,AMANTADINA + CLORFENAMINA + PARACETAMOL FCO. C/60ML,30,, $-   ,
,200, $-   ,,,AMBROXOL 30MG C/20 COMP.,1450,, $-   ,
,350, $-   ,,,AMBROXOL SOL. ORAL FCO. C/120ML,22,, $-   ,
,70, $-   ,,,AMIKACINA 500MG C/1X2ML AMP.,2604,, $-   ,
,50, $-   ,,,AMINOFENAZONA + BUFENINA + DIFENILPIRALI C/20 CAP.,363,, $-   ,
,55, $-   ,,,AMINOFENAZONA + BUFENINA + DIFENILPIRALI SOL. GOTAS C/25ML,362,, $-   ,
,35, $-   ,,,AMITRIPTILINA 25MG C/50 TAB.,84,, $-   ,
,750, $-   ,,,AMLODIPINO 5MG C/10 TAB.,2593,, $-   ,
,150, $-   ,,,AMOXICILINA + ACIDO CLAVULANICO 500MG/125MG C/10 TAB.,1454,, $-   ,
,50, $-   ,,,AMOXICILINA 250MG SUSP. C/75ML,24,, $-   ,
,100, $-   ,,,AMOXICILINA 500MG C/12 CAP.,98,, $-   ,
,50, $-   ,,,AMOXICILINA 500MG SUSP. C/75ML ,2945,, $-   ,
,10, $-   ,,,AMPICILINA 1GR I.M. C/1 AMP.,99,, $-   ,
,5, $-   ,,,AMPICILINA 250MG SUSP. C/60ML,2781,, $-   ,
,50, $-   ,,,AMPICILINA 500MG C/20 CAP.,2565,, $-   ,
,50, $-   ,,,ANASTROZOL 1MG C/28 TAB.,35,, $-   ,
,10, $-   ,,,ANFEBUTAMONA 150MG LIB. PROL. C/30 TAB.,891,, $-   ,
,10, $-   ,,,APIXABAN 2.5MG C/60 TAB.,3019,, $-   ,
,5, $-   ,,,APIXABAN 5MG C/60 TAB.,3020,, $-   ,
,10, $-   ,,,ARIPIPRAZOL 15MG C/10 TAB.,50,, $-   ,
,50, $-   ,,,ATENOLOL 100MG C/28 TAB.,849,, $-   ,
,70, $-   ,,,ATENOLOL 50MG C/28 TAB.,2782,, $-   ,
,15, $-   ,,,ATOMOXETINA 10MG C/14 CAP.,1034,, $-   ,
,20, $-   ,,,ATOMOXETINA 18MG C/14 CAP.,804,, $-   ,
,30, $-   ,,,ATOMOXETINA 25MG C/14 CAP.,794,, $-   ,
,10, $-   ,,,ATOMOXETINA 40MG C/14 CAP.,807,, $-   ,
,15, $-   ,,,ATOMOXETINA 60MG C/14 CAP.,966,, $-   ,
,1000, $-   ,,,ATORVASTATINA 20MG C/10 TAB.,2761,, $-   ,
,30, $-   ,,,AZATIOPRINA 50MG C/50 TAB.,51,, $-   ,
,10, $-   ,,,AZELASTINA SOL. OFT. 0.05% FCO. C/5ML,61,, $-   ,
,70, $-   ,,,AZILSARTAN MEDOXOMILO + CLORTALIDONA 40/12.5 C/28 TAB.,2944,, $-   ,
,80, $-   ,,,AZILSARTAN MEDOXOMILO + CLORTALIDONA 80/12.5 C/28 TAB.,2948,, $-   ,
,50, $-   ,,,AZILSARTAN MEDOXOMILO 40MG C/28 TAB.,2946,, $-   ,
,40, $-   ,,,AZILSARTAN MEDOXOMILO 80MG C/28 TAB.,2947,, $-   ,
,150, $-   ,,,AZITROMICINA 500MG C/3 TAB.,1854,, $-   ,
,100, $-   ,,,AZITROMICINA 600MG FCO. SUSP. C/15ML,1855,, $-   ,
,20, $-   ,,,BACLOFENO 10MG C/100 TAB.,2980,, $-   ,
,50, $-   ,,,BENCIPENICILINA BENZATANICA 1200000 UI SOL. INY.,128,, $-   ,
,10, $-   ,,,"BENCILPENICILINA SODICA 1,000,000 UI + 1 FCO. C/2ML AMP. DIL.",707,, $-   ,
,70, $-   ,,,BETAHISTINA 24MG C/30 TAB.,2931,, $-   ,
,150, $-   ,,,BETAMETASONA + CLOTRIMAZOL + GENTAMICINA TUBO CREMA C/25GR,2568,, $-   ,
,200, $-   ,,,BETAMETASONA + FOSFATO SODICO 2.71/3MG C/1 JER. PRELLENADA,208,, $-   ,
,30, $-   ,,,BETAMETASONA + GENTAMICINA TUBO CREMA C/30GR,276,, $-   ,
,40, $-   ,,,BETAMETASONA LOCION CAPILAR FCO. C/50ML,120,, $-   ,
,8, $-   ,,,BETAMETASONA PEDIATRICA  50MG GOTAS FCO. C/60ML,171,, $-   ,
,300, $-   ,,,BEZAFIBRATO 400MG C/10 TAB.,1858,, $-   ,
,5, $-   ,,,BICALUTAMIDA 50MG C/28 TAB.,2870,, $-   ,
,50, $-   ,,,BIFONAZOL TUBO CREMA C/20GR,1271,, $-   ,
,20, $-   ,,,BIMATOPROST + TIMOLOL 0.03%/0.05% SOL. OFT. C/3ML,1793,, $-   ,
,25, $-   ,,,BIMATOPROST GOTAS 0.03% SOL. OFT. C/3ML,1058,, $-   ,
,180, $-   ,,,BISOPROLOL 1.25MG C/30 GRAGEAS,252,, $-   ,
,75, $-   ,,,BISOPROLOL 5MG C/30 GRAGEAS,1160,, $-   ,
,100, $-   ,,,BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546,, $-   ,
,20, $-   ,,,BRINZOLAMIDA 1% SUSP. OFT. FCO. C/5ML,46,, $-   ,
,15, $-   ,,,BROMAZEPAM 3MG C/30 TAB.,588,, $-   ,
,20, $-   ,,,BROMHIDRATO DE GALANTAMINA 8MG C/14 CAP.,1587,, $-   ,
,5, $-   ,,,BROMOCRIPTINA 2.5MG C/14 TAB.,2785,, $-   ,
,350, $-   ,,,BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587,, $-   ,
,300, $-   ,,,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131,, $-   ,
,20, $-   ,,,BROMURO DE IPRATROPIO 20MCG SUSP. AEROSOL C/200 DOSIS EN 10ML,62,, $-   ,
,5, $-   ,,,BROMURO DE IPRATROPIO 250MCG/ML SOL. NEBUL. FCO. C/20ML,41,, $-   ,
,40, $-   ,,,BROMURO DE PIRIDOSTIGMINA 60MG C/20 TAB.,531,, $-   ,
,10, $-   ,,,BROMURO DE TIOTROPIO C/30 CAP. + DISPOSITIVO DOSIFICADOR,2878,, $-   ,
,30, $-   ,,,BUDESONIDA + FORMOTEROL 320MG/9MCG C/60 DOSIS (POLVO),802,, $-   ,
,20, $-   ,,,BUDESONIDA + FORMOTEROL 80MG/4.5MCG SPRAY,1782,, $-   ,
,50, $-   ,,,BUDESONIDA 0.250MG/ML NEBUL. C/5 AMP. SOBRE 2ML,719,, $-   ,
,10, $-   ,,,BUDESONIDA 3MG C/50 CAP.,2904,, $-   ,
,20, $-   ,,,BUPRENORFINA 30MG C/4 PARCHES (II),2758,, $-   ,
,50, $-   ,,,CABERGOLINA 0.5MG C/2 TAB.,282,, $-   ,
,35, $-   ,,,CALAMINA LOCION FCO. 180ML,160,, $-   ,
,20, $-   ,,,CALCIO 500MG ENV. C/12 COMP.,209,, $-   ,
,10, $-   ,,,CALCITRIOL CREMA UNGUENTO TUBO 0.3MG C/30GR,1268,, $-   ,
,50, $-   ,,,CAPTOPRIL 25MG C/30 TAB.,2569,, $-   ,
,130, $-   ,,,CARBAMAZEPINA 400MG C/20 GRAGEAS,815,, $-   ,
,10, $-   ,,,CARBAMAZEPINA SUSP. 2G/100ML,147,, $-   ,
,600, $-   ,,,CARBONATO DE CALCIO + VITAMINA D3 600MG C/60 TAB.,2786,, $-   ,
,10, $-   ,,,CARBONATO DE LITIO 300MG C/50 TAB.,243,, $-   ,
,450, $-   ,,,CARBOXIMETILCELULOSA SODICA 0.5% SOL. OFT. GOTAS C/15ML,754,, $-   ,
,30, $-   ,,,CARVEDILOL 25MG C/14 TAB.,2594,, $-   ,
,50, $-   ,,,CEFALEXINA 250MG/5ML SUSP.,1483,, $-   ,
,500, $-   ,,,CEFALEXINA 500MG C/20 CAP.,169,, $-   ,
,200, $-   ,,,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135,, $-   ,
,40, $-   ,,,CEFIXIMA DE 200MG C/12 CAP.,1335,, $-   ,
,100, $-   ,,,CEFTIBUTEN 400MG C/10 CAP.,168,, $-   ,
,15, $-   ,,,CEFUROXIMA 250MG/5ML SUSP. C/50ML,2615,, $-   ,
,100, $-   ,,,CETIRIZINA SOL 10MG/ML C/10ML,871,, $-   ,
,100, $-   ,,,CETIRIZINA SOL. FCO. C/50ML,885,, $-   ,
,250, $-   ,,,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009,, $-   ,
,5, $-   ,,,CICLOPIROX CREMA CUTANEA 20GR,2730,, $-   ,
,20, $-   ,,,CINARIZINA 75MG ENV. C/60 TAB.,237,, $-   ,
,150, $-   ,,,CINITAPRIDA 1MG C/25 COMP.,2788,, $-   ,
,15, $-   ,,,CINOSTAZOL 100MG C/30 TAB.,2949,, $-   ,
,15, $-   ,,,CIPROFLOXACINO + DEXAMETASONA 3MG/1MG/ML FCO. C/5ML,2697,, $-   ,
,40, $-   ,,,CIPROFLOXACINO + HIDROCORTISONA + LIDOCAINA SOL. OTICA GOTAS,2789,, $-   ,
,200, $-   ,,,CIPROFLOXACINO 250MG C/12 TAB,924,, $-   ,
,200, $-   ,,,CIPROFLOXACINO 500MG C/12 COMP.,2885,, $-   ,
,30, $-   ,,,CISAPRIDA 10MG C/30 TAB.,177,, $-   ,
,50, $-   ,,,CISAPRIDA FCO C/60ML,691,, $-   ,
,10, $-   ,,,CITICOLINA 500MG C/10 COMP.,2632,, $-   ,
,5, $-   ,,,CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSP. CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5,538,, $-   ,
,50, $-   ,,,CITRATO DE TAMOXIFENO 20MG C/15 TAB.,625,, $-   ,
,50, $-   ,,,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731,, $-   ,
,50, $-   ,,,CLARITROMICINA 250MG SUSP. PED. FCO. C/60ML GRANULOS,467,, $-   ,
,50, $-   ,,,CLARITROMICINA 500MG C/10 TAB.,2092,, $-   ,
,90, $-   ,,,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950,, $-   ,
,30, $-   ,,,CLEBOPRIDA 500MG C/30 COMP.,2914,, $-   ,
,20, $-   ,,,CLEBOPRIDA JBE. FCO. C/90ML,2671,, $-   ,
,30, $-   ,,,CLINDAMICINA + KETOCONAZOL 800/100MG C/3 TAB. VAGINALES,1029,, $-   ,
,100, $-   ,,,CLINDAMICINA 300MG C/16 CAP.,2680,, $-   ,
,15, $-   ,,,CLINDAMICINA 300MG C/2ML AMP.,238,, $-   ,
,35, $-   ,,,CLINDAMICINA SOL. TOPICA FCO C/30ML,261,, $-   ,
,15, $-   ,,,CLIOQUINOL TUBO CREMA 30GR,2791,, $-   ,
,40, $-   ,,,CLOBETASOL 0.044GR TUBO C/40GR,1238,, $-   ,
