FORMATO DE REQUISICI‡N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,5,11,0,29/01/2016,NAFAZOLINA 1 MG/5MG SOL OFT15 ML,,,,$55.00
,100,3.5,16,29/01/2016,BOLSA ROJA,,,,$350.00
,200,0.15,16,29/01/2016,COTONETES C/100,,,,$30.00
,400,2.1,0,29/01/2016,FLEXIVER TABS 15 MG MELOXICAM C/10,,,,$840.00
,450,1,0,29/01/2016,FORTICAL S GRAGEAS C/30 DICLOFENACO SODICO-50 MG + B1-50 MG + B6 50MG+B12 50MG,,,,$450.00
,120,1.23,0,29/01/2016,IBUPROFENO 600 MG,,,,$147.60
,40,0.325,0,29/01/2016,ISORBID TABS. DE 5 MG 0 DINITRATO DE ISOSORBIDA,,,,$13.00
,100,5.09,16,29/01/2016,JELCO NO. 20,,,,$509.00
,100,5.09,16,29/01/2016,JELCO NO. 22,,,,$509.00
,100,5.09,16,29/01/2016,JELCO NO. 24,,,,$509.00
,2,435,0,29/01/2016,MAXITROL SUSP. OFTALMICA FCO ML NEOMICINA + POLIMIXINA B + DEXAMETASONA,,,,$870.00
,20,30,0,29/01/2016,NEOSPORIN DERMICO UNGöENTO DERMICO TUBO DE 30GR NEOMICINA + POLIMIXINA B + BACITRACINA,,,,$600.00
,280,0.714285714,0,29/01/2016,OMEPRAZOL CAPSULA 20 MG C/14,,,,$200.00
,100,1.3,0,29/01/2016,PARACETAMOL C/ NAPROXENO,,,,$130.00
,12,16,16,29/01/2016,SUTURA NYLON 2,,,,$192.00
,96,15.41666667,16,29/01/2016,SUTURA NYLON 3,,,,"$1,480.00"
,48,16.34,16,29/01/2016,SUTURA NYLON 4,,,,$784.32
,48,0.89,0,29/01/2016,MECLIZINA + PIRIDOXINA 25MG TAB.,,,,$42.72
,90,7.68,0,29/01/2016,GABAPENTINA 300MG TAB,,,,$691.20
,10,39,0,29/01/2016,DIPROPIONATO DE BETAMETASONA + FOSFATO 5MG/2MG DE 1ML HYPACK JERINGA PRELLENADA // PATENTE,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,0,0,00/00/0000,,,0,SUBTOTAL,"$8,402.84"
,,0,0,00/00/0000,,,0,TOTAL,"$9,747.29"
