,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,UBOLD,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,20-may-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
AGUASCALIENTES,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED4472,24,23,0,2016-05-20,AGUA INYECTABLE DE 500 ML,,,, $552.00 
MED0022,5,9.8,0,2016-05-20,AMINOFILINA C/ 5 AMP,,,, $49.00 
MED1098,100,38.2,0,2016-05-20,CLOROPIRAMINA 20MG AMP.,,,," $3,820.00 "
MED0061,300,4.83,0,2016-05-20,BROMURO DE BUTILHIOSCINA 20MG/1ML SOL INY.,,,," $1,449.00 "
MED4452,100,0.9,0,2016-05-20,CISAPRIDA 5 MG TABS C/30,,,, $90.00 
MED0097,30,21,0,2016-05-20,CLORHIDRATO DE CLORFENAMINA 10MG SOL. INY,,,, $630.00 
MED0132,5,10,0,2016-05-20,DOPAMINA 200MG/5ML SOL. INY.,,,, $50.00 
MED4455,100,0.17,0,2016-05-20,GLIBENCLAMIDA TAB C/50,,,, $17.00 
MED4429,5,6.77,0,2016-05-20,GLUCONATO DE CALCIO 10% SOL. INY.,,,, $33.85 
MED0208,100,1.88,0,2016-05-20,ISORBID TABS. DE 5 MG 0 DINITRATO DE ISOSORBIDA,,,, $188.00 
MED1032,300,5,0,2016-05-20,KETOROLACO 30MG AMP.,,,," $1,500.00 "
MED0223,200,0.75,0,2016-05-20,LOPERAMIDA 2 MG C/12 TABLETAS,,,, $150.00 
MED4451,100,7,0,2016-05-20,MECLIZINA + PIRIDOXINA + LIDOCAINA 25ML/1ML AMP.,,,, $700.00 
MED0255,6,30,0,2016-05-20,NEOSPORIN DERMICO UNGöENTO DERMICO TUBO DE 30GR NEOMICINA + POLIMIXINA B + BACITRACINA,,,, $180.00 
MED1037,150,2.7,0,2016-05-20,RANITIDINA 50MG AMP.,,,, $405.00 
MED0321,4,32.5,0,2016-05-20,SALBUTAMOL 100MCG SPRAY,,,, $130.00 
MED4421,10,31.9,0,2016-05-20,PISACAINA C/EPINEFRINA F.A. 50 ML LIDOCAINA C/E 2%,,,, $319.00 
MED4422,5,276,0,2016-05-20,XILOCAINA SPRAY ,,,," $1,380.00 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $11,642.85 "
,,,,,,,,," $13,505.71 "
