,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,6000,3.75,16,29/02/2016,AGUJA P/INSULINA PLUMA 31GX8,,,,"$22,500.00"
,120,121.25,16,29/02/2016,CAJA DE DIANEAL 4.25%,,,,"$12,450.00"
,108,115.28,16,29/02/2016,MONOSYN QUICK 3-0 C0025043,,,,"$12,450.00"
,108,115.28,16,29/02/2016,MONOSYN QUICK 4-0 C0025029,,,,"$12,450.00"
,108,115.28,16,29/02/2016,SAFIL QUICK 6-0 C1046607,,,,"$10,725.00"
,25,429,16,29/02/2016,CIPROFLOXACINO 400MG FCO. 200ML ,,,,"$6,780.00"
,72,115.28,16,29/02/2016,MONOSYN QUICK 5-0,,,,"$6,624.00"
,72,115.28,16,29/02/2016,MONOSYN QUICK 6-0,,,,"$6,358.00"
,200,33.9,16,29/02/2016,DICLOFENACO POTASICO GOTAS PED. 15MG/1ML FCO.,,,,"$6,100.00"
,192,34.5,16,29/02/2016,DICLOFENACO SUSP. 0.18G/100MG // PATENTE,,,,"$4,560.00"
,220,28.9,16,29/02/2016,LORATADINA + BETAMETASONA 100/5MG SOL. PED.,,,,"$4,400.00"
,2000,3.05,16,29/02/2016,LORATADINA + BETAMETASONA 5.0MG/0.25MG TAB.,,,,"$4,200.00"
,40,121.25,16,29/02/2016,CAJA DIANEAL AL 1.5%,,,,"$4,150.00"
,150,30.4,16,29/02/2016,BUDESONIDA .125MG NEB. // PATENTE,,,,"$3,840.00"
,200,22,16,29/02/2016,AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED.,,,,"$3,552.00"
,120,35,16,29/02/2016,ERITROMICINA SUSP. 250MG,,,,"$3,200.00"
,36,115.28,16,29/02/2016,PREMILENE 6-0 45CM DS16 C0090211,,,,"$3,187.50"
,800,5.09,16,29/02/2016,JELCO NO. 22,,,,"$3,080.00"
