FORMATO DE REQUISICI…N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,14,889,16,05/02/2016,BOTA WALKER MEDIANO,,,,"$12,446.00"
,13,889,16,05/02/2016,BOTA WALKER CHICA,,,,"$11,557.00"
,30,322,16,05/02/2016,FAJA LUMBOSACRA GRANDE,,,,"$9,660.00"
,9,889,16,05/02/2016,BOTA WALKER GRANDE,,,,"$8,001.00"
,15,322,16,05/02/2016,FAJA LUMBOSACRA MEDIANA,,,,"$4,830.00"
,30,155,16,05/02/2016,RODILLERA ABIERTA UNIVERSAL,,,,"$4,650.00"
,10,352,16,05/02/2016,"FERULA PARA RODILLA TRIPANEL 16""",,,,"$3,520.00"
,20,144,16,05/02/2016,FERULA FISIOLOGICA PARA MUNECA MANO DER UNIVERSAL,,,,"$2,880.00"
,15,153.4,16,05/02/2016,FERULA FISIOLOGICA PARA MUNECA MANO DER C/PULGAR  EN ABDUCCION  NIVERSAL,,,,"$2,301.00"
,50,39.7,16,05/02/2016,COLLAR CERVICAL UNIVERSAL,,,,"$1,985.00"
,10,180,16,05/02/2016,TALONERA ANTI IMPACTO GRANDE,,,,"$1,800.00"
,5,322,16,05/02/2016,FAJA LUMBOSACRA EXTRA GRANDE,,,,"$1,610.00"
,5,322,16,05/02/2016,FAJA LUMBOSACRA EXTRA GRANDE,,,,"$1,610.00"
,20,51,16,05/02/2016,CABESTRILLO GRANDE,,,,"$1,020.00"
,10,69,16,05/02/2016,TOBILLERA ELASTICA CHICA,,,,$690.00
,10,69,16,05/02/2016,TOBILLERA ELASTICA MEDIANA,,,,$690.00
,6,38.5,16,05/02/2016,FERULA PARA DEDO TIPO SOMBRILLA GRANDE,,,,$231.00
,5,51,16,05/02/2016,CABESTRILLO MEDIANO,,,,$255.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
