,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
ENFERMERIAS,,,,,,20-jun-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
SAINAR,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT1103,22,10.5,16,2016-06-24,APOSITO ESTERIL PIEZA,,,, $231.00 
MAT0484,300,0.85,16,2016-06-24,GASA SECA ESTêRIL 10X10,,,, $255.00 
MAT4025,200,1.07,16,2016-06-24,GUANTES LATEX GRANDES ESTERIL,,,, $214.00 
MAT4016,100,1.07,16,2016-06-24,GUANTES LATEX MEDIANOS ESTERIL,,,, $107.00 
MAT0518,100,0.78,16,2016-06-24,GUANTES LATEX MEDIANOS NO ESTERIL,,,, $78.00 
MAT0570,100,2,16,2016-06-24,JERINGA 10CC (22X32),,,, $200.00 
MAT0573,300,1.3,16,2016-06-24,JERINGA 3ML (22X32),,,, $390.00 
MAT0575,200,1.48,16,2016-06-24,JERINGA 5CC (22X32),,,, $296.00 
MAT0916,200,5.4,16,2016-06-24,TIRAS REACTIVAS ( ACCU CHECK PERFOMA ),,,," $1,080.00 "
MAT1012,24,5,16,2016-06-24,VENDA ELASTICA 10CMX4.5MTS,,,, $120.00 
MAT1013,24,7,16,2016-06-24,VENDA ELASTICA 15CM,,,, $168.00 
MAT1016,36,3.4,16,2016-06-24,VENDA ELASTICA 5CMX4.5MTS,,,, $122.40 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $3,261.40 "
,,,,,,,,," $3,783.22 "
