,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,23-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MED0034,4,27,0,2016-11-22,SULFADIACINA DE PLATA MICRONIZADA CREMA AL 1% TUBO DE 30GR,,,, $108.00 
MED1098,50,38,0,2016-11-22,CLOROPIRAMINA SOLUCI‡N INYECTABLE 20 MG / 2 ML 5 AMPOLLETAS CON 2 ML,,,," $1,900.00 "
MED4444,6,70,0,2016-11-22,BROMURO DE IPRATROPIO SPRAY,,,, $420.00 
MED0066,100,0.22,0,2016-11-22,CAPTOPRIL 25MG TAB.C/30,,,, $22.00 
MED1085,0,226,0,2016-11-22,CLORURO DE ETILO SPRAY ,,,, $-   
MED0113,15,25,0,2016-11-22,DEXTROSA AL 50% FCO. 50ML,,,, $375.00 
MED0116,250,5.1,0,2016-11-22,DICLOFENACO SODICO 75MG/3ML SOL.  INY.,,,," $1,275.00 "
MED0166,2,30.5,0,2016-11-22,FOSFATO MONOSODICO12 GR + CIDRATO DE SODIO ENEMA EVACUANTE // PATENTE,,,, $61.00 
MED0189,20,38.5,0,2016-11-22,HIDROCORTISONA 100MG AMP.,,,, $770.00 
MED1079,2,15.6,0,2016-11-22,IBUPROFENO JARABE 120 ML,,,, $31.20 
MED1032,250,4.83,0,2016-11-22,KETOROLACO 30MG AMP.,,,," $1,207.50 "
MED0219,2,83.5,0,2016-11-22,LAV OFTENO 100 ML ACIDO BORICO BORAX ,,,, $167.00 
MED4451,200,7,0,2016-11-22,MECLIZINA + PIRIDOXINA + LIDOCAINA 25ML/1ML AMP.C/5,,,," $1,400.00 "
MED0239,150,2.5,0,2016-11-22,METOCLOPRAMIDA 10MG/2ML SOL. INY.,,,, $375.00 
MED1063,4,39.9,0,2016-11-22,NORFENEFRINA SO. GOTAS FCO.10 MG 24 ML,,,, $159.60 
MED1037,100,3.16,0,2016-11-22,RANITIDINA 50MG AMP.,,,, $316.00 
MAT0010,200,3,0,2016-11-22,AGUA INYECTABLE 10CC,,,, $600.00 
MAT4050,12,14.8,0,2016-11-22,HARTMAN 500ML,,,, $177.60 
MAT4028,24,11.65,0,2016-11-22,HARTMAN 250ML,,,, $279.60 
MAT0207,24,9.65,0,2016-11-22,SOLUCION FISIOLOGICA 100 ML,,,, $231.60 
MAT0210,12,14.8,0,2016-11-22,CLORURO DE SODIO 0.9% 500ML,,,, $177.60 
