,,,,FORMATO DE REQUISICIÖN,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,19-sep-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MAT0090,1,50,16,22/09/2016,BOLSA DE TORUNDAS DE ALGODON,,,,$50.00
MAT1100,3,721,16,22/09/2016,GLUCOMETRO ACU CHECK PERFORMA,,,,"$2,163.00"
MAT0484,300,0.85,16,22/09/2016,GASA SECA ESTêRIL 10X10,,,,$255.00
MAT4016,100,0.98,16,22/09/2016,GUANTES LATEX MEDIANOS ESTERIL,,,,$98.00
MAT0571,100,3.5,16,22/09/2016,JERINGA 20CC SIN AGUJA,,,,$350.00
MAT0754,3,19.5,16,22/09/2016,RECOLECTOR P/MATERIAL PUNZOCORTANTE DE 1.4,,,,$58.50
MAT0916,50,5.4,16,22/09/2016,TIRAS REACTIVAS ( ACCU CHECK PERFOMA ),,,,$270.00
MAT1016,24,2.3,16,22/09/2016,VENDA ELASTICA 5CMX4.5MTS,,,,$55.20
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
