,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
ENFERMERIAS,,,,,,20-jun-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
SAINAR,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,215,23.5,0,2016-06-20,AGUA DE IRRIGACION SOL. 1000ML.,,,," $5,052.50 "
,25,389,0,2016-06-20,AGUA INY. 10 ML. C/100 AMP.,,,," $9,725.00 "
,25,349.9,0,2016-06-20,AGUA INY. 5 ML. C/100 AMP.,,,," $8,747.50 "
,80,157,0,2016-06-20,ALERGENOS,,,," $12,560.00 "
,87,1260,0,2016-06-20,CAJA DE DIANEAL 1.5 % C/TAPON C/8 PZAS,,,," $109,620.00 "
,82,1260,0,2016-06-20,CAJA DE DIANEAL 2.5 % C/TAPON C/8 PZAS,,,," $103,320.00 "
,76,1260,0,2016-06-20,CAJA DE DIANEAL 4.25 % C/TAPON C/8 PZAS,,,," $95,760.00 "
,317,15,0,2016-06-20,CLORURO DE SODIO 0.9 % 250 ML.,,,," $4,755.00 "
,296,18,0,2016-06-20,CLORURO DE SODIO 0.9 % 500 ML.,,,," $5,328.00 "
,213,14,0,2016-06-20,CLORURO DE SODIO AL 9% ENV. 100 ML,,,," $2,982.00 "
,318,21,0,2016-06-20,CLORURO DE SODIO AL 9% ENV. 1000 ML,,,," $6,678.00 "
,417,18,0,2016-06-20,GLUCOSA 5% 500ML.,,,," $7,506.00 "
,287,27,0,2016-06-20,GLUCOSADO AL 10% 500 ML.,,,," $7,749.00 "
,321,18,0,2016-06-20,GLUCOSA Y CLORURO DE SODIO,,,," $5,778.00 "
,288,15,0,2016-06-20,HARTMAN 250 ML.,,,," $4,320.00 "
,216,18,0,2016-06-20,HARTMAN 500 ML,,,," $3,888.00 "
,212,21,0,2016-06-20,HARTMAN 1000 ML,,,," $4,452.00 "
,214,11.87,0,2016-06-20,SOLUCION CS INY. 100 ML. MINIOVAL,,,," $2,540.18 "
,286,20.62,0,2016-06-20,SOLUCION CS INY. FLEXOVAL 1000 ML.,,,," $5,897.32 "
,316,14,0,2016-06-20,SOLUCION CS INY. PLAS 250 ML,,,," $4,424.00 "
,380,20.62,0,2016-06-20,SOLUCION DX-5 INY. FLEXOVAL 1000 ML.,,,," $7,835.60 "
,296,20.62,0,2016-06-20,SOLUCION HT. INY. FLEXOVAL 1000 ML.,,,," $6,103.52 "
,286,14,0,2016-06-20,SOLUCION HT. INY. PLAST 250 ML.,,,," $4,004.00 "
,236,17.62,0,2016-06-20,SOLUCION HT. INY. PLAST 500 ML.,,,," $4,158.32 "
,236,17.62,0,2016-06-20,SOLUCION DX-CS MIXTA INY. 500 ML.,,,," $4,158.32 "
,336,26.5,0,2016-06-20,SOLUCION FISIOLOGICA 250 ML.,,,," $8,904.00 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $446,246.26 "
,,,,,,,,," $517,645.66 "
