,,,,FORMATO DE REQUISICI…N,,,,
,,,,,,,,
,,,,,,,,
FOLIO:,,,,,,FECHA:,,
,,,,,,18-abr-16,,
DESTINO:,,,,,,ELABORADO POR:,,
,,,,,,ARTURO HEREDIA ,,
,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE 
,100,5,16,22/04/2016,FUNDAS P/ALMOHADAS,,,$500.00
,100,6.5,16,22/04/2016,PANTALON CORTO,,,$650.00
,200,6.5,16,22/04/2016,BATAS,,,"$1,300.00"
,7,195,16,22/04/2016,ROLLOS DE KINESIO  ROSA,,,"$1,365.00"
,8,195,16,22/04/2016,ROLLOS DE KINESIO  AZUL,,,"$1,560.00"
,10,195,16,22/04/2016,ROLLOS DE KINESIO  BEIGE,,,"$1,950.00"
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,, $-   
,,,,,,,,"$7,325.00"
,,,,,,,,"$1,172.00"
,,,,,,,,"$8,497.00"
