FORMATO DE REQUISICI‡N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,3,463.5,16,2016-01-26,REACTIVO GLUCOSA (GLUC2) COBAS C111  4 X 100 (ROCHE),,,,"$1,390.50"
,2,2555.25,16,2016-01-26,CELLPACK,,,,"$5,110.50"
,2,120,16,2016-01-26,AGUA DESIONIZADA,,,,$240.00
,2,3151.24,16,2016-01-26,STROMATOLYSER 4DS (1 SOBRE DE 42 mL),,,,"$6,302.48"
,5,107.75,16,2016-01-26,THERMO-PRINTER PAPER FOR URISYS 1800 COBAS  c111,,,,$538.75
,1,873.75,16,2016-01-26,CLEANER,,,,$873.75
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,0,0,00/00/0000,,,0,SUBTOTAL,"$14,455.98"
,,0,0,00/00/0000,,,0,TOTAL,"$16,768.94"
