,,,,FORMATO DE REQUISICI…N,,,
,,,,(RAZON SOCIAL),,,
,,,,,,,
FOLIO:,,,,,,FECHA:,
,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,
,,,,,,,
,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,
,5,350,16,02/02/2016,BAUMANOMETRO CON ESTETOSCOPIO MARCA HERGOM,,INVERMEDIC
,5,110,16,02/02/2016,CARTA DE SNELL,,INVERMEDIC
,5,850,16,02/02/2016,ESCALERA DOS PELDANOS ACERO INOX,,INVERMEDIC
,5,730,16,02/02/2016,GLUCOMETRO MARCA ACCU CHECK PERFORMA,,INVERMEDIC
,5,145,16,02/02/2016,RINON DE ACERO INOX. 500 ML ,,INVERMEDIC
,5,175,16,02/02/2016,TORUNDERO DE ACERO INOX. 1000 ML ,,INVERMEDIC
,5,4350,16,02/02/2016,CARRO DE CURACION CON DEPOSITO DE ACERO ,,INVERMEDIC
,5,1980,16,02/02/2016,SILLA DE RUEDAS STANDART,,INVERMEDIC
,5,1500,16,02/02/2016,BIOMBO DOBLE,,INVERMEDIC
,5,50,16,02/02/2016,LAMPARA DE BOLSILLO TIPO LED,,INVERMEDIC
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
