,,,,FORMATO DE REQUISICI…N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,28-jul-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,1200,2.2,16,29/07/2016,AGUJAS VACUTAINER 22GX1 1/2 (NEGRA),,,,"$2,640.00"
,100,13.5,16,29/07/2016,MULTIDISCOS GRAM ( - ) C/50 BIO RAD,,,,"$1,350.00"
,150,13.5,16,29/07/2016,MULTIDISCOS GRAM ( + ) C/50 BIO RAD,,,,"$2,025.00"
,600,2.19,16,29/07/2016,TUBOS VACUTAINER TAPON AZUL 2.7ML,,,,"$1,314.00"
,4000,2.64,16,29/07/2016,TUBOS VACUTAINER TAPON DORADO 6ML 13X100 BD,,,,"$10,560.00"
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,,"$17,889.00"
,,,,,,,,,"$2,862.24"
,,,,,,,,,"$20,751.24"
