,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
ENFERMERIAS,,,,,,20-jun-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
TORREON,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED0015,5,8,0,2016-06-27,AMBROXOL GI SOLUCION ORAL FCO AMBROXOL,,,, $40.00 
MED1049,3,19.8,0,2016-06-27,AMBROXOL/DEXTROMETORFANO JBE ADULTO,,,, $59.40 
MED4538,5,3.8,0,2016-06-27,AMOXICILINA C/ ACIDO CLAVULANICO 500 MG C/10,,,, $19.00 
MED0076,10,31.5,0,2016-06-27,CEFTRIAXONA SOL.INY 1 GR I.V,,,, $315.00 
MED4416,3,3.8,0,2016-06-27,CLONIXINATO DE LISINA INYECTABLE 100 MG C/5 AMP,,,, $11.40 
MED4464,2,12.3,0,2016-06-27,CLORANFENICOL GOTAS OFTALMICAS 5mg,,,, $24.60 
MED4443,10,0.47,0,2016-06-27,DICLOFENACO 100 MG TAB c/20,,,, $4.70 
MED1029,5,2.65,0,2016-06-27,FENAZOPIRIDINA/AC NALIDIXICO,,,, $13.25 
MED1079,5,16.5,0,2016-06-27,IBUPROFENO JARABE 120 ML,,,, $82.50 
MED4475,2,22.8,0,2016-06-27,LARITOL D INFANTIL JBE LORATADINA FENILEFRINA,,,, $45.60 
MED0223,10,0.75,0,2016-06-27,LOPERAMIDA 2 MG C/12 TABLETAS,,,, $7.50 
MED0225,10,3.5,0,2016-06-27,LORATADINA/ FENILEFRINA TABS,,,, $35.00 
MED0224,5,28.9,0,2016-06-27,LORATADINA +BETAMETASONA JBE 120ML,,,, $144.50 
MED1088,10,0.45,0,2016-06-27,PARACETAMOL 500MG TAB. C/10,,,, $4.50 
MED1044,2,28.5,0,2016-06-27,PARACETAMOL BUTILHIOSCINA GOTAS PED 20 ML,,,, $57.00 
MED0305,10,0.75,0,2016-06-27,RANITIDINA 300MG TAB.,,,, $7.50 
MED0350,150,1.32,0,2016-06-27,TRIBEDOCE COMPL B TIAMINA/ PIRIDOXINA/ CIANOCOBALAMIN 100 MG C/30,,,, $198.00 
MED4542,3,1.25,0,2016-06-27,FENAZOPIRIDINA 100 MG TABS C/20,,,, $3.75 
MED4543,5,1.33,0,2016-06-27,AMOXICILINA 500,,,, $6.65 
MED4544,5,0.28,0,2016-06-27,ENALAPRIL 10 MG C/30 TABS,,,, $1.40 
MED4545,10,6.42,0,2016-06-27,LEVOFLOXACINO 500MG C/7 TABLETAS,,,, $64.20 
MED4536,3,66.5,0,2016-06-27,ADVIL JARABE 100 ML,,,, $199.50 
MED4540,3,23.9,0,2016-06-27,NAPROXENO / PARACETAMOL SUSP 100 ML,,,, $71.70 
MED4527,4,8.7857,0,2016-06-27,TERBINAFINA 250 MG TABS,,,, $35.14 
MED4546,3,39,0,2016-06-27,ACECLOFENACO CREMA,,,, $117.00 
,20,0,16,2016-06-27,CAMPO PLANO ESTERIL 60X60,,,, $-   
MAT1003,24,17.91,16,2016-06-27,VENDA DE YESO 10.2CMS,,,, $429.84 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $1,998.63 "
,,,,,,,,," $2,318.41 "
