FORMATO DE REQUISICI…N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,27-sep-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MED0002,100,0.5,0,28/09/2016,ACIDO ACETILSALICILICO 500 MG TAB C/20,,,,$50.00
MED4455,50,0.16,0,28/09/2016,GLIBENCLAMIDA TAB C/50,,,,$8.00
MED0189,5,38.5,0,28/09/2016,HIDROCORTISONA 100MG AMP.,,,,$192.50
MED1032,100,4.83,0,28/09/2016,KETOROLACO 30MG AMP.,,,,$483.00
MED1033,3,12.7,0,28/09/2016,NAFAZOLINA 1 MG/5MG SOL OFT15 ML,,,,$38.10
MED1038,50,0.38,0,28/09/2016,RANITIDINA 150MG TAB.C/20,,,,$19.00
MAT1099,24,17,0,28/09/2016,AGUA INYECTABLE 500 ML,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,SUBTOTAL,$790.60
,,,,,,,,IVA,$126.50
,,,,,,,,TOTAL,$917.10
