,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,10-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
SAINAR LAS AMERICAS,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MAT0484,100,0.85,16,2016-11-13,GASA SECA ESTERIL 10X10,,,, $85.00 
MAT0485,100,0.59,16,2016-11-13,GASA SECA ESTERIL 7X5,,,, $59.00 
MAT0623,2,33.5,16,2016-11-13,MASCARILLA O2 PEDIATRICA K-22 S/RESERVORIO,,,, $67.00 
MAT1014,5,12.24,16,2016-11-13,VENDA ELASTICA 30CMS,,,, $61.20 
MAT4610,50,8.2,16,2016-11-13,TIRAS CONTOUR C/50 PZS,,,, $410.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,SUBTOTAL, $682.20 
,,,,,,,,IVA, $-   
,,,,,,,,TOTAL, $682.20 
,,,,,,,,,
