,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,28-jul-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,700,1.6,16,2016-08-03,AGUJA VACUTAINER,,,," $1,120.00 "
,700,1.6,16,2016-08-03,TUBO ROJO ,,,," $1,120.00 "
,700,1.6,16,2016-08-03,TUBO LILA,,,," $1,120.00 "
,1000,0.8,16,2016-08-03,VASOS PARA MUESTRAS,,,, $800.00 
,400,6.37,16,2016-08-03,TIRAS MULTISTIX,,,," $2,548.00 "
,4,84,16,2016-08-03,"ANTIGENO PARATIFICO ""A"" FCO. 5ML",,,, $336.00 
,4,84,16,2016-08-03,"ANTIGENO PARATIFICO ""B"" FCO. 5ML",,,, $336.00 
,4,195,16,2016-08-03,SUEROS ANTI-D   FCO. 10ml   BIO RAD,,,, $780.00 
,500,0.26,16,2016-08-03,CUBREOBJETOS 22X22,,,, $130.00 
,250,0.47,16,2016-08-03,PORTA OBJETOS C/50 CORNIN,,,, $117.50 
,300,3.8,16,2016-08-03,PRUEBA DE EMBARAZO DE 200 MU/MI,,,," $1,140.00 "
,600,12.5,16,2016-08-03,TIRAS ANFETAMINA ,,,," $7,500.00 "
,700,12.5,16,2016-08-03,TIRAS COCAINA,,,," $8,750.00 "
,700,12.5,16,2016-08-03,TIRAS MARIHUANA ,,,," $8,750.00 "
,50,12.5,16,2016-08-03,TIRAS METANFETAMINAS,,,, $625.00 
,50,12.5,16,2016-08-03,TIRAS MORFINA,,,, $625.00 
,75,37.8,16,2016-08-03,ANTIDOPING 3 PARAMETROS C/25,,,," $2,835.00 "
,1000,0.2,16,2016-08-03,PUNTILLAS AMARILLAS (100 uL),,,, $200.00 
,1,521.47,16,2016-08-03,REACTIVO VDRL,,,, $521.47 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
