FORMATO DE REQUISICI…N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,36,19.5,16,06/01/2015,ALCOHOL ETILICO DESNAT. 70 1LT,,,,$702.00
,120,25,16,06/01/2015,BATA ESTERIL DESECHABLE,,,,"$3,000.00"
,100,14,16,06/01/2015,CAMPO HENDIDO CON ADHESIVO,,,,"$1,400.00"
,12,11.25,16,06/01/2015,"MICROPORE 1""",,,,$135.00
,12,15.41666667,16,06/01/2015,"TRANSPORE 1""",,,,$185.00
,6,10,16,06/01/2015,DERMA QRIK FCO. 500ML,,,,$60.00
,200,5,16,06/01/2015,FUNDA DESECHABLE PARA ALMOHADA 50X70CM,,,,"$1,000.00"
,6000,0.35,16,06/01/2015,GASA S/ESTERILIZAR BOLSA 10X10,,,,"$2,100.00"
,300,0.672,16,06/01/2015,GUANTES LATEX CHICOS,,,,$201.60
,2000,0.672,16,06/01/2015,GUANTES LATEX MEDIANOS,,,,"$1,344.00"
,100,5.5,16,06/01/2015,NORMOGOTERO,,,,$550.00
,30,19.5,16,06/01/2015,RECOLECTOR P/MATERIAL PUNZOCORTANTE DE 1.4,,,,$585.00
,150,11,16,06/01/2015,SABANA CON ELASTICO 1.20X2.40X0.14,,,,"$1,650.00"
,150,7.4,16,06/01/2015,SABANA PLANA 1.20X2.00,,,,"$1,110.00"
,10,45,16,06/01/2015,BOLSA DE TORUNDAS DE ALGODON,,,,$450.00
,120,4,16,06/01/2015,VENDA ELASTICA 10CMX4.5MTS,,,,$480.00
,144,2.4,16,06/01/2015,VENDA ELASTICA 5CMX4.5MTS,,,,$345.60
