,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,4,1202,16,2016-05-17,"DYNAGLASS PRELUDE FERULIZACION ROLLO 3"".",,,," $4,808.00 "
,4,2217,16,2016-05-17,"DYNAGLASS PRELUDE FERULIZACION ROLLO 4"".",,,," $8,868.00 "
,2,2717,16,2016-05-17,"DYNAGLASS PRELUDE FERULIZACION ROLLO 5"".",,,," $5,434.00 "
,20,594,16,2016-05-17,EQUIPO ESTERIL CIRUGIA UNIVERSAL AR.,,,," $11,880.00 "
,25,212.5,16,2016-05-17,EQUIPO ESTERIL PARA CIRUGIA MENOR,,,," $5,312.50 "
,50,7.3,16,2016-05-17,EQUIPO MARIPOSA 23G. PZA.,,,, $365.00 
,50,7.3,16,2016-05-17,EQUIPO MARIPOSA 25G. PZA.,,,, $365.00 
,700,6.88,16,2016-05-17,EQUIPO PARA VENOCLISIS NORMOGOTERO EST. DESECH.,,,," $4,816.00 "
,300,8.75,16,2016-05-17,ESPEJO VAGINAL DESECH.,,,," $2,625.00 "
,6,160,16,2016-05-17,ESPONJA DE GASA 10X10 TEJIDO 20X12 DE 12 CAP. C/200,,,, $960.00 
,1,650,16,2016-05-17,EXTRAN ALCALINO 5 LTOS.,,,, $650.00 
,24,335,16,2016-05-17,EXGERM SOLUCION ANTISEPTICA,,,," $8,040.00 "
,8,5450,16,2016-05-17,ELECSYS ESTRADIOL II CALSET (LYO) Y TSH,,,," $43,600.00 "
,8,3477,16,2016-05-17,EMPTY 150 STRIPS OF 4 CUVETTES,,,," $27,816.00 "
,6,12665,16,2016-05-17,E-CHECK (XE) 4X4.5MLX3 LOW/NORM/HIGH,,,," $75,990.00 "
,6,677.5,16,2016-05-17,FOCO 2600,,,," $4,065.00 "
,85,18.75,16,2016-05-17,FUNDA P. MESA MAYO ESTERIL,,,," $1,593.75 "
,2,412.5,16,2016-05-17,GASA ROLLO 20X12 91X91,,,, $825.00 
,334,83,16,2016-05-17,GASA SECA 7.5X5CM.,,,," $27,722.00 "
,3,472.5,16,2016-05-17,GEL ULTRA PHONIC 4 LTS.,,,," $1,417.50 "
,24,94.5,16,2016-05-17,GEL ANTIBACTERIAL DE 1 L.,,,," $2,268.00 "
,100,62.5,16,2016-05-17,GLUCOX 250 ML. 75 GRS. GLUCOSA),,,," $6,250.00 "
,6,62.5,16,2016-05-17,"GORRO BLANCO REDONDO 21""",,,, $375.00 
,250,7.12,16,2016-05-17,GUANTE CIRUJANO LATEX EST.,,,," $1,780.00 "
,20,184,16,2016-05-17,GUANTE DES. POLIET MED. Y GDE. C/100,,,," $3,680.00 "
,155,99,16,2016-05-17,GUANTE NO ESTERIL CH. ME. Y GD. C/100 PZAS.,,,," $15,345.00 "
,1,200,16,2016-05-17,HUATA SOFFBAN 7.5CM X 2.7MTS C/12,,,, $200.00 
,6,14477,16,2016-05-17,"HBA1C TQ 3.150 TESTS, COBAS C 501",,,," $86,862.00 "
,3,245,16,2016-05-17,ISODINE ESPUMA GALON,,,, $735.00 
,5,2809,16,2016-05-17,"ISE STANDARD LOW, MED, HIGH",,,," $14,045.00 "
,10,85,16,2016-05-17,JABON QUIRURGICO GALON,,,, $850.00 
,25,29.5,16,2016-05-17,JALEA LUBRICANTE 135 GR.,,,, $737.50 
,8,215.34,16,2016-05-17,JERINGA 10ML. 22X32 C/100 TERUMO,,,," $1,722.72 "
,2,352,16,2016-05-17,JERINGA 1ML.27X13 C/100 TERUMO,,,, $704.00 
,7,235,16,2016-05-17,JERINGA 3ML 21X32 C/100 TERUMO,,,," $1,645.00 "
,10,235,16,2016-05-17,JERINGA 3ML. 22X32 C/100 TERUMO,,,," $2,350.00 "
,7,235,16,2016-05-17,JERINGA 3ML. 23X25 C/100 TERUMO,,,," $1,645.00 "
,25,9.6,16,2016-05-17,JERINGA 50cc. P/IRRIGACION,,,, $240.00 
,12,373.75,16,2016-05-17,JERINGA PARA INSULINA 31GX8MM C/100,,,," $4,485.00 "
,7,548,16,2016-05-17,LANCETAS ONE TOUCH C/25,,,," $3,836.00 "
,30,36.12,16,2016-05-17,MASCARILLA P/OXIGENO C/TUBO 180CMS,,,," $1,083.60 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $387,991.57 "
,,,,,,,,," $450,070.22 "
