,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,12-oct-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
SME ,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,4,424,16,2016-10-11,ELECTROMICYN GALON,,,," $1,696.00 "
,7000,0.6325,16,2016-10-11,GUANTES LATEX CHICOS NO ESTERIL,,,," $4,427.50 "
,3000,0.6325,16,2016-10-11,GUANTES LATEX GRANDES NO ESTERIL,,,," $1,897.50 "
,7000,0.6325,16,2016-10-11,GUANTES LATEX MEDIANOS NO ESTERIL,,,," $4,427.50 "
,15,150,16,2016-10-11,MICROCYN SOL. ANTISEPTICA 240ML,,,," $2,250.00 "
,6,545,16,2016-10-11,MICROCYN SOL. GALON,,,," $3,270.00 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,SUBTOTAL," $17,968.50 "
,,,,,,,,IVA," $2,874.96 "
,,,,,,,,TOTAL," $20,843.46 "
,,,,,,,,,
