FORMATO DE REQUISICI‡N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,24,19.5,16,26/01/2016,ALCOHOL ETILICO DESNAT. 70 1LT,,,,$468.00
,200,25,16,26/01/2016,BATA ESTERIL DESECHABLE,,,,"$5,000.00"
,50,14,16,26/01/2016,CAMPO HENDIDO CON ADHESIVO,,,,$700.00
,12,11.25,16,26/01/2016,MICROPORE 1,,,,$135.00
,12,15.41666667,16,26/01/2016,TRANSPORE 1,,,,$185.00
,200,5,16,26/01/2016,FUNDA DESECHABLE PARA ALMOHADA 50X70CM,,,,"$1,000.00"
,300,0.672,16,26/01/2016,GUANTES LATEX CHICOS,,,,$201.60
,1500,0.672,16,26/01/2016,GUANTES LATEX MEDIANOS,,,,"$1,008.00"
,100,5.5,16,26/01/2016,NORMOGOTERO,,,,$550.00
,180,11,16,26/01/2016,SABANA CON ELASTICO 1.20X2.40X0.14,,,,"$1,980.00"
,150,7.4,16,26/01/2016,SABANA PLANA 1.20X2.00,,,,"$1,110.00"
,10,45,16,26/01/2016,BOLSA DE TORUNDAS DE ALGODON,,,,$450.00
,120,4,16,26/01/2016,VENDA ELASTICA 10CMX4.5MTS,,,,$480.00
,144,2.4,16,26/01/2016,VENDA ELASTICA 5CMX4.5MTS,,,,$345.60
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,0,0,00/00/0000,,,0,SUBTOTAL,"$13,613.20"
,,0,0,00/00/0000,,,0,TOTAL,"$15,791.31"
