,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,29-ago-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,1,482.04,DISERLAB,2016-07-29,REACTIVO GLUCOSA (GLUC2) COBAS C111  4 X 100 (ROCHE),,,, $482.04 
,1,756,DISERLAB,2016-07-29,REACTIVO TRIGLICERIDOS (TRILG) COBAS  C 111  4 X 50 ( ROCHE ),,,, $756.00 
,1,642.72,DISERLAB,2016-07-29,REACTIVO COLESTEROL  ( CHOL2) COBAS C 111 4 X 100 ( ROCHE ),,,, $642.72 
,1,2657.46,DISERLAB,2016-07-29,CELLPACK,,,," $2,657.46 "
,1,3277.25,DISERLAB,2016-07-29,STROMATOLYSER 4DS (1 SOBRE DE 42 mL),,,," $3,277.25 "
,1,120,DISERLAB,2016-07-29,AGUA DESIONIZADA,,,, $120.00 
,1,107.75,DISERLAB,2016-07-29,THERMO-PRINTER PAPER FOR URISYS 1800 COBAS  c111,,,, $107.75 
,1,175.11,DISERLAB,2016-07-29,PRECINORM U (ROCHE ),,,, $175.11 
,1,175.11,DISERLAB,2016-07-29,PRECIPATH U ( ROCHE ),,,, $175.11 
,1,7768,,,CONTROLES PARA SYSMEX XS-1000,,,," $7,768.00 "
,1,303.45,DISERLAB,2016-07-29,ISE DESPROTEINIZER ,,,, $303.45 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
