,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,INVERMEDIC,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,28-mar-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
LAS AMERICAS,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,3,110,16,2016-03-28,CARTA DE SNELL,,,,
,3,850,16,2016-03-28,ESCALERA DE 2 PELDANOS DE ACERO INOX,,,,
,3,145,16,2016-03-28,RINON DE ACERO INOX DE 500ML,,,,
,3,175,16,2016-03-28,TORUNDERO DE ACERO INOX 1000ML,,,,
,3,4350,16,2016-03-28,CARRO DE CURACION C/ DEPOSITOS  DE ACERO INOX,,,,
,3,1980,16,2016-03-28,SILLA DE RUEDAS STANDART,,,,
,3,1500,16,2016-03-28,BIMBO DOBLE,,,,
,3,50,16,2016-03-28,LAMPARA DE BOLSILLO TIPO LED (PARA REVISION MEDICA),,,,
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
