,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT0002,500,0.2,16,29/03/2016,ABATELENGUAS C/25,,,,
MAT0009,8,18.5,16,23/03/2016,AGUA IRRIGACION 1 LTO,,,,
MAT0042,5,22,16,23/03/2016,ALCOHOL ETILICO DESNAT. 70 1LT,,,,
MAT4051,134,0.94,16,23/03/2016,CONOS OTOSCOPIA,,,,
MAT0341,150,0.4,16,23/03/2016,CUBREBOCAS,,,,
MAT0349,100,0.22,16,23/03/2016,CURITA DE BANDA CAJA C/ 100 PZAS,,,,
MAT0368,100,2.7,16,23/03/2016,ELECTRODOS PARCHE,,,,
MAT1188,50,7.5,16,23/03/2016,EQUIPO VENOCLISIS CON NORMOGOTERO,,,,
MAT4043,500,1.1,16,23/03/2016,GASAS 10X10 ESTERILES ,,,,
MAT0502,100,7.8,16,23/03/2016,GUANTE ESTERIL 7,,,,
MAT4025,200,1.2,16,23/03/2016,GUANTES ESTERIL GRANDE,,,,
MAT1121,100,1.2,16,23/03/2016,GUANTES ESTERILES MEDIANOS,,,,
MAT1171,300,1.54,16,23/03/2016,JERINGA 3ML,,,,
MAT1172,200,2.12,16,23/03/2016,JERINGA 5 ML,,,,
MAT0588,100,0.65,16,23/03/2016,LANCETA HERGOM,,,,
MAT4030,10,32,16,23/03/2016,MASCARILLA CON NEBULIZADOR,,,,
MAT0615,20,34.7,16,23/03/2016,MASCARILLA CON RESERVORIO ADULTO,,,,$694.00
PAP0086,4,24.5,16,23/03/2016,PILA AAA OXIMETRO,,,,$98.00
MAT1174,12,26.25,16,23/03/2016,PROLENE 3-0,,,,$315.00
MAT4027,12,26.25,16,23/03/2016,PROLENE 4-0,,,,$315.00
MAT1173,30,9.5,16,23/03/2016,SABAN PARA CAMILLA,,,,$285.00
MAT1119,4,9.9,16,23/03/2016,TERMOMETROS CLINICOS DE MERCURIO,,,,$39.60
MAT1164,100,6.72,16,23/03/2016,TIRAS REACTIVAS ACCU CHECK PERFORMA,,,,$672.00
MAT4073,10,16.5,16,23/03/2016,TRANSPORE 2.50 cm ,,,,$165.00
MAT1016,24,3.5,16,23/03/2016,VENDA ELASTICA 5 CM,,,,$84.00
MAT1012,12,5,16,23/03/2016,VENDAS ELASTICAS DE 10 CM,,,,$60.00
MAT1170,10,16.5,16,23/03/2016,CAMPOS ESTERILES 50 X 65 CM C/HENDIDA,,,,$165.00
MAT0090,2,5.2,16,23/03/2016,Torundas de algod¢n 500 gr paquete,,,,$10.40
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
