,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
ENFERMERIAS,,,,,,20-jun-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
SAINAR,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED0119,40,4.7,0,2016-06-22,DIFENIDOL 40 MG/2ML SOL. INY.,,,, $188.00 
MED1041,30,10.33,0,2016-06-22,METAMIZOL 2.5GR/5ML AMP.,,,, $309.90 
MED0239,42,2.5,0,2016-06-22,METOCLOPRAMIDA 10MG/2ML SOL. INY.,,,, $105.00 
MED0291,100,12.95,0,2016-06-22,PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG COMP.,,,," $1,295.00 "
MAT4050,29,14.8,0,2016-06-22,HARTMAN 500ML,,,, $429.20 
MAT4028,29,11.65,0,2016-06-22,HARTMAN 250ML,,,, $337.85 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $2,664.95 "
,,,,,,,,," $3,091.34 "
