FORMATO DE REQUISICI…N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT0001,500,0.2,16,26/01/2016,ABATELENGUAS ,,,,$100.00
MAT0010,100,2.38,0,26/01/2016,AGUA INYECTABLE DE 10 ML,,,,$238.00
MAT0042,10,22,16,26/01/2016,ALCOHOL FCO DE 920 ML ,,,,$220.00
MAT0090,2,52.5,16,26/01/2016,ALGODON PAQUETE DE TORUNDAS ,,,,$105.00
MED0038,100,0.65,0,26/01/2016,ASPIRINA ,,,,$65.00
EQU0004,3,395,16,26/01/2016,BAUMANOMETRO,,,,"$1,185.00"
MAT4495,50,8.8,16,26/01/2016,CATETER INTRAVENOSO #22,,,,$440.00
MED0091,100,5.2,0,26/01/2016,CLONIXINATO DE LICINA AMP.,,,,$520.00
MED1012,150,10.8,0,26/01/2016,DEXAMETASONA 8MG ,,,,"$1,620.00"
MED0115,150,6,0,26/01/2016,DICLOFENACO AMP 75 MG ,,,,$900.00
MED0228,80,1.95,0,26/01/2016,DINITRATO DE ISOSORBIDE TAB 5MG,,,,$156.00
MED0113,10,27,0,26/01/2016,DEXTROSA AL 50 50ML,,,,$270.00
MAT4043,300,1.1,16,26/01/2016,GASAS ESTERILES 10X10,,,,$330.00
MAT0603,4,29,16,26/01/2016,GEL LUBRICANTE ,,,,$116.00
MAT0518,200,0.97,16,26/01/2016,GUANTES NO ESTERILES,,,,$193.20
MAT1171,200,1.68,16,26/01/2016,JERINGAS DE 3ML,,,,$336.00
MAT1172,200,2.12,16,26/01/2016,JERINGAS DE 5ML ,,,,$424.00
MED1032,150,5,0,26/01/2016,KETOROLACO AMP 30MG,,,,$750.00
MAT0588,100,0.65,16,26/01/2016,LANCETAS,,,,$65.00
MED1083,100,2.75,0,26/01/2016,METOCLOPRAMIDA,,,,$275.00
MAT4046,2,790,16,26/01/2016,OXIMETRO DE PULSO,,,,"$1,580.00"
MED1037,100,3.16,0,26/01/2016,RANITIDINA AMP,,,,$316.00
MAT0905,12,17.92,16,26/01/2016,TELA ADHESIVA ,,,,$215.00
MAT0916,100,6.72,16,26/01/2016,TIRAS REACTIVAS PERFORMA,,,,$672.00
MAT0914,50,6.72,16,26/01/2016,TIRAS REACTIVAS ACTIVE ,,,,$336.00
MAT4498,50,6.6,16,26/01/2016,VENOFIX MARIPOSA 23G ,,,,$330.00
MAT0637,50,8,16,26/01/2016,CATETER PARA SUMINISTRO DE OXIGENO CON TUBO DE CONEXI…N Y CANULO NASAL ADULTO,,,,$400.00
,,0,0,00/00/0000,,,0,SUBTOTAL,"$12,157.20"
,,0,0,00/00/0000,,,0,TOTAL,"$14,102.35"
