,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,29-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MAT0011,35,17,0,2016-12-05,AGUA INYECTABLE 500 ML,,,, $595.00 
MED1050,180,0.76,0,2016-12-05,BENZONATATO PERLAS,,,, $136.80 
MED4429,100,6.1,0,2016-12-05,GLUCONATO DE CALCIO 10% SOL. INY.,,,, $610.00 
MED0235,30,0.78,0,2016-12-05,METAMIZOL SODICO C/10 TABS,,,, $23.40 
MED0285,10,4.1,0,2016-12-05,ADRENALINA 0.001G/1ML AMP. C/50,,,, $41.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
