FORMATO DE REQUISICI…N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,23-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MED0002,80,0.5,0,22/11/2016,ACIDO ACETILSALICILICO 500 MG TAB C/20,,,,$40.00
MED4497,6,135,0,22/11/2016,BECLOMETASONA SPRAY ,,,,$810.00
MED1050,180,0.76,0,22/11/2016,BENZONATATO PERLAS,,,,$136.80
MED4444,5,93.5,0,22/11/2016,BROMURO DE IPRATROPIO SPRAY,,,,$467.50
MED0116,320,5.1,0,22/11/2016,DICLOFENACO SODICO 75MG/3ML SOL.  INY.,,,,"$1,632.00"
MED0172,10,7.1,0,22/11/2016,GENTAMICINA 160MG/2ML AMP.,,,,$71.00
MED4455,100,0.16,0,22/11/2016,GLIBENCLAMIDA 5 mg TAB C/50,,,,$16.00
MED0178,8,27,0,22/11/2016,SOLUCION GLUCOSA 50%  50ML. ,,,,$216.00
MED0210,160,2.1,0,22/11/2016,NEOMICINA + CAOLIN + PECTINA 129MG/280MG TAB.C/20,,,,$336.00
MED1032,340,4.83,0,22/11/2016,KETOROLACO 30MG AMP.,,,,"$1,642.20"
MED4476,6,88,0,22/11/2016,LIDOCAINA AL 10% FRASCO DE 115ML,,,,$528.00
MED0223,60,0.72,0,22/11/2016,LOPERAMIDA 2 MG C/12 TABLETAS,,,,$43.20
MED0227,240,0.5,0,22/11/2016,LOSARTAN 50MG GRAGEAS,,,,$120.00
MED4445,5,16.68,0,22/11/2016,MECLIZINA + PIRIDOXINA SOL. FCO. GOTAS,,,,$83.40
MED4468,60,0.64,0,22/11/2016,METFORMINA 250 MG C/30,,,,$38.40
MED0239,156,2.6,0,22/11/2016,METOCLOPRAMIDA 10MG/2ML SOL. INY.,,,,$405.60
MED0266,52,0.67,0,22/11/2016,OMEPRAZOL CAPSULA 20 MG C/14,,,,$34.84
MED0275,60,1.32,0,22/11/2016,PARACETAMOL C/ NAPROXENO 275MG/ 300 MG C / 12 TAB,,,,$79.20
MED1037,160,3.24,0,22/11/2016,RANITIDINA 50MG AMP.,,,,$518.40
MAT4050,30,14.8,0,22/11/2016,HARTMAN 500ML,,,,$444.00
MAT4028,30,11.65,0,22/11/2016,HARTMAN 250ML,,,,$349.50
MAT0209,45,11.65,0,22/11/2016,CLORURO DE SODIO 0.9% 250ML,,,,$524.25
MAT0210,30,14.8,0,22/11/2016,CLORURO DE SODIO 0.9% 500ML,,,,$444.00
MED4540,1,25.8,0,22/11/2016,NAPROXENO / PARACETAMOL SUSP 100 ML,,,,$25.80
