,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,28-jul-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MAT0044,4,21,16,2016-08-15,ALCOHOL ETILICO DESNAT. 70¯ 1LT,,,, $84.00 
MAT1195,7,18,16,2016-08-15,DERMA QRIK FCO. 500ML,,,, $126.00 
MAT0484,500,0.85,16,2016-08-15,GASA SECA ESTêRIL 10X10,,,, $425.00 
MAT0571,50,3.5,16,2016-08-15,JERINGA 20CC SIN AGUJA,,,, $175.00 
MAT4511,100,1.32,16,2016-08-15,LANCETAS P/GLUCOMETRO ACCU CHECK ACTIVE  ,,,, $132.00 
MAT0615,25,29,16,2016-08-15,MASCARILLA O2 ADULTO K-22 C/RESERVORIO,,,, $725.00 
MAT1016,100,2.3,16,2016-08-15,VENDA ELASTICA 5CMX4.5MTS,,,, $230.00 
MAT4560,1,48,16,2016-08-15,ROLLO BOLSA PLASTICO MEDIANA,,,, $48.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
