,,,,FORMATO DE REQUISICI…N,,,,,,
,,,,(RAZON SOCIAL),,,,,,
,,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,,
180,,,,,,24-feb-16,,,,
DESTINO:,,,,,,ELABORADO POR:,,,,
DANA,,,,,,ALEJANDRO,,,,
,,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,,
,200,0.69,0,25/02/2016,VOYDOL TABS. 10 MG KETOROLACO + TROMETAMINA CAJA TABLETAS,,,,,Ubold
,350,0.85,0,25/02/2016,ZOAFALET-H TABS 400 MG IBUPROFENO,,,,,Ubold
,280,0.678571429,0,25/02/2016,OMEPRAZOL CAPSULA 20 MG C/14,,,,,Ubold
,300,0.85,0,25/02/2016,RANITIDINA 300MG TAB.,,,,,Ubold
,180,0.58,0,25/02/2016,LOPERAMIDA 2 MG C/12 TABLETAS,,,,,Ubold
,100,0.3,0,25/02/2016,DIFENIDOL 25MG TAB.,,,,,Ubold
,200,2.7,0,25/02/2016,METOCARBAMOL/ MELOXICAM TAB C/10,,,,,Ubold
,500,0.22,0,25/02/2016,ABATELENGUAS,,,,,Ubold
,50,6.96,0,25/02/2016,TIRAS REACTIVAS ACTIVE  ACCU CHECK ,,,,,Ubold
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
