FORMATO DE REQUISICI…N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,10-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
SAINAR LAS AMERICAS,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,5,25.5,0,10/11/2016,ASPIRINA 500 MG ORAL AD 40 TABLETAS,,,,$127.50
,5,119.5,0,10/11/2016,FLANAX 275 MG ORAL 20TABLETAS,,,,$597.50
,5,65.2,0,10/11/2016,BENGUE ULTRA CUTANEO 35 G GEL,,,,$326.00
,5,47,0,10/11/2016,SEDALMERCK ORAL 20 TABLETAS,,,,$235.00
,5,52.5,0,10/11/2016,CICLOFERON XTRM 0.05/0.02G CUT 2 G CREMA,,,,$262.50
,5,32.8,0,10/11/2016,CAFIASPIRINA ORAL 40 TABLETAS 3676,,,,$164.00
,5,70,0,10/11/2016,TYLENOL CEREZA ORAL INF 120 ML SOLUCION,,,,$350.00
,5,25.5,0,10/11/2016,TYLENOL CAPLETAPAS 500 MG ORAL 10TABLETAS,,,,$127.50
,5,67,0,10/11/2016,GENOPRAZOL 20 MG ORAL 14 (CAPSULAS),,,,$335.00
,5,47,0,10/11/2016,MELOX PLUS ALGAS/CEREZA ORAL 30TABLETAS MAST,,,,$235.00
,5,41,0,10/11/2016,PEPTO BISMOL CEREZA ORAL 118 ML LIQUIDO,,,,$205.00
,5,59,0,10/11/2016,PEPTO BISMOL ORAL 24 TABLETAS MASTICABLES,,,,$295.00
,5,126,0,10/11/2016,TREDA ORAL 20TABLETAS,,,,$630.00
,5,119,0,10/11/2016,TREDA ORAL 75 ML SUSP,,,,$595.00
,5,82,0,10/11/2016,DRAMAMINE 50 MG ORAL 24 TABLETAS,,,,$410.00
,5,41,0,10/11/2016,SENSIBIT D NF ORAL 12TABLETAS,,,,$205.00
,5,71.5,0,10/11/2016,THERAFLU EX ROJO ORAL AD 6 SOBRES 7,,,,$357.50
,5,54,0,10/11/2016,VICK VAPORUB 50 G UNGUENTO,,,,$270.00
,5,19.9,0,10/11/2016,XL-3 ANTIGRIPAL ORAL 8TABLETAS,,,,$99.50
,5,91.5,0,10/11/2016,ANTIFLU-DES ORAL 24 CAPSULA,,,,$457.50
,5,35,0,10/11/2016,CONTAC ULTRA ORAL 12 TABLETAS,,,,$175.00
,5,96,0,10/11/2016,SUPRADOL 10 MG. ORAL 10 TABLETAS,,,,$480.00
,5,25,0,10/11/2016,SAL DE UVAS PICOT PICOT 10 PZAS,,,,$125.00
,5,24,0,10/11/2016,ALKA 10TABL ALKA SELTZER 10 TABLETAS EFERVESCENTES,,,,$120.00
,5,42.5,0,10/11/2016,DESCONGESTIONANTE NASAL AFRIN ADULTO SPRAY 20 ML,,,,$212.50
,5,39,0,10/11/2016,Mejoralito 80 Mg Oral Pediatrico 30Tabletas,,,,$195.00
,5,68,0,10/11/2016,Histiacil Nf Uva Oral Pediatrico 30 Ml Gotas,,,,$340.00
,5,72,0,10/11/2016,Sensibit D Nf Pediatrico Escolar 6-12 An 120 Ml Solucion,,,,$360.00
,5,61,0,10/11/2016,Antiflu-Des Oral Inf 60 Ml Solucion,,,,$305.00
,5,32,0,10/11/2016,Broncolin Natural Oral 10 G Paleta,,,,$160.00
,5,107.5,0,10/11/2016,Dimacol Oral Pediatrico 60 Ml Solucion,,,,$537.50
,5,81,0,10/11/2016,Jarabe Expectorante Infantil Para La Tos Vick 44 Exp 120 ml,,,,$405.00
,,,,,,,,,
