FORMATO DE REQUISICI‡N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,200,2.35,16,2016-01-06,AGUA INYECTABLE 10CC,,,,$470.00
,3,8.5,16,2016-01-06,AGUA OXIGENADA FCO. C/450ML,,,,$25.50
,100,0.67,16,2016-01-06,AGUJA DESECHABLE 23X25MM,,,,$67.00
,300,0.67,16,2016-01-06,AGUJA DESECHABLE 25X16MM,,,,$201.00
,200,0.67,16,2016-01-06,AGUJA DESECHABLE 22X32MM,,,,$134.00
,200,0.987,16,2016-01-06,HOJA DE BISTURI NO. 20,,,,$197.40
,200,4.5,16,2016-01-06,GUANTES CAUCHO NO. 7 USO CIRUGIA,,,,$900.00
,100,4.5,16,2016-01-06,GUANTES CAUCHO NO. 8 USO CIRUGIA,,,,$450.00
,1200,1.4,16,2016-01-06,JERINGA 3ML (22X32),,,,"$1,680.00"
,1200,1.5,16,2016-01-06,JERINGA 5CC (22X32),,,,"$1,800.00"
,10,25,16,2016-01-06,MASCARILLA O2 ADULTO K-22 C/RESERVORIO,,,,$250.00
,1,1.47,16,2016-01-06,GUANTES GINETAC,,,,$1.47
,2,1774,16,2016-01-06,"SOLOGLASS 3"" ROLLO",,,,"$3,548.00"
,1,2174,16,2016-01-06,"SOLOGLASS 4"" ROLLO",,,,"$2,174.00"
,24,19,16,2016-01-06,"TELA ADHESIVA 1""X5MTS",,,,$456.00
,15,8.5,16,2016-01-06,TERMOMETRO ORAL CLINICO MERCURIAL,,,,$127.50
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,0,0,00/00/0000,,,0,SUBTOTAL,"$12,481.87"
,,0,0,00/00/0000,,,0,TOTAL,"$14,478.97"
