FORMATO DE REQUISICI…N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,3,87.5,16,18/01/2016,AGUJA DESECHABLE 18X38 MM. C/100 PZAS.,,,,$262.50
,3,87.5,16,18/01/2016,AGUJA DESECHABLE 21X32 MM. C/100 PZAS,,,,$262.50
,16,87.5,16,18/01/2016,AGUJA DESECHABLE 22X32 MM. C/100 PZAS.,,,,"$1,400.00"
,2,87.5,16,18/01/2016,AGUJA DESECHABLE 25X16 MM C/100 PZAS,,,,$175.00
,13,87.5,16,18/01/2016,AGUJA DESECHABLE 23X25 MM. C/100 PZAS.,,,,"$1,137.50"
,36,28.75,16,18/01/2016,ALCOHOL ROJO 96 GR. LITRO CANITAS,,,,"$1,035.00"
,3,328.35,16,18/01/2016,APLICADOR PLASTICO C/ALGODON C/100 C/3,,,,$985.05
,2,5279,16,18/01/2016,ACTIVATOR FOR COBRAS INTEGRA,,,,"$10,558.00"
,4,7385,16,18/01/2016,AVL HB CALIBRATOR 5XIML,,,,"$29,540.00"
,6,641.7,16,18/01/2016,BARRERA CONVEXA NIMAG C/5,,,,"$3,850.20"
,3,535,16,18/01/2016,BARRERA TANDEM 70 MM C/5,,,,"$1,605.00"
,4,535,16,18/01/2016,BARRERA CUTANEA PLANA ARO 70 MM CAJA CON 5,,,,"$2,140.00"
,5,480,16,18/01/2016,BARRERA NEW IMAGEN 57MM. C/5,,,,"$2,400.00"
,30,81,16,18/01/2016,BATA MEDICO-PACIENTE SMS AZUL C/10,,,,"$2,430.00"
,10,32,16,18/01/2016,BATA PARA CIRUJANO,,,,$320.00
,3,83,16,18/01/2016,BRAZALETE IDENTIFICACION,,,,$249.00
,2,1068,16,18/01/2016,BOLSA ACTIVE LIFE PEDIATRICA,,,,"$2,136.00"
,1,728.84,16,18/01/2016,BOLSA DRENABLE 70 MM C/10,,,,$728.84
,1,728.84,16,18/01/2016,BOLSA DRENABLE TRANSPARENTE C/10,,,,$728.84
,30,97,16,18/01/2016,BOLSA MEDIVAC 1LTO. PZA.,,,,"$2,910.00"
,4,796,16,18/01/2016,BOLSA OPACA CON FILTRO 70MM C/10,,,,"$3,184.00"
,20,16.25,16,18/01/2016,BOLSA RECOLECTORA DE ORINA 2 LTS. ADULTO,,,,$325.00
,100,2.18,16,18/01/2016,BOLSA RECOLECTORA DE ORINA NINA,,,,$218.00
,102,2.18,16,18/01/2016,BOLSA RECOLECTORA DE ORINA NINO,,,,$222.36
,4,1110,16,18/01/2016,BOLSA UROSTOMIA ULTRA TRANS. ARO DE 57 MM. C/10,,,,"$4,440.00"
,3,2237,16,18/01/2016,"COBAS INTEGRA UA2, TRIG 250",,,,"$6,711.00"
,1,6328,16,18/01/2016,CELLPACK 20L (PK30L),,,,"$6,328.00"
,2,5698,16,18/01/2016,"CALSET PROGESTERONA,FT3,FT4",,,,"$11,396.00"
,5,7451,16,18/01/2016,"COMBITROL PLUS LEVEL 1,2,3",,,,"$37,255.00"
,2,225,16,18/01/2016,CAJA HOJA DE BISTURI AL CARBON No.15,,,,$450.00
,2,870,16,18/01/2016,CAJA DE TUBO LATEX P/ASPIRACION,,,,"$1,740.00"
,2,196,16,18/01/2016,CAJA CINTA MICROPORE 1.25 1/2,,,,$392.00
,100,11.25,16,18/01/2016,CAMPO SENCILLO 60X60 CM. ESTERIL,,,,"$1,125.00"
,100,15,16,18/01/2016,CAMPO ESTERIL HENDIDO 50X70 C/ADHESIVO,,,,"$1,500.00"
,1,518,16,18/01/2016,CEPILLO C/PCMX 3% C/30 EZ-SCRUB,,,,$518.00
,3,115,16,18/01/2016,COMODOS DE PLASTICO ADULTO,,,,$345.00
,10,90,16,18/01/2016,COMPRESA 70X45 C/6,,,,$900.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,0,0,00/00/0000,,,0,SUBTOTAL,"$141,902.79"
,,0,0,00/00/0000,,,0,TOTAL,"$164,607.24"
