FORMATO DE REQUISICI‡N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,500,0.196,16,26/01/2016,ABATELENGUAS,,,,$98.00
,12,38,0,26/01/2016,ACETATO DE METILPREDNISOLONA 40MG/2ML ,,,,$456.00
,12,18,0,26/01/2016,AGUA DE IRRIGACION 1LT,,,,$216.00
,1200,10.8,0,26/01/2016,ISONICOTINATO DE DEXAMETASONA 8MG/2ML,,,,"$12,960.00"
,2,47,16,26/01/2016,BOLSA ROLLO NO. 1,,,,$94.00
,7,40.28,0,26/01/2016,TRINITRATO DE GLICERILO 10 MG. PARCHES,,,,$281.96
,7,53.5,0,26/01/2016,TRINITRATO DE GLICERILO 5 MG PARCHES,,,,$374.50
,20,41,0,26/01/2016,CELEBREX C/10,,,,$820.00
,10,25,0,26/01/2016,CLORANFENICOL UNGUENTO TUBO 5 MG,,,,$250.00
,200,0.21,16,26/01/2016,CURITA 100 PZS TRANSPIEL ANTISEPTIC,,,,$42.00
,400,2.9,0,26/01/2016,DUOFLEX 200 MG CARISOPODROL 200 MG DICLOFENACO 50 MG,,,,"$1,160.00"
,30,18,0,26/01/2016,FENAGEL TUBO GEL 60 GR DICLOFENACO DIETILAMONIO,,,,$540.00
,5,38.5,0,26/01/2016,HIDROCORTISONA 100MG AMP.,,,,$192.50
,20,3.3,0,26/01/2016,FUROSEMIDA 20MG/2ML AMP.,,,,$66.00
,15,11.65,0,26/01/2016,GLUCOSADO 5% 250ML,,,,$174.75
,4,11.65,0,26/01/2016,HARTMAN 250ML,,,,$46.60
,900,5.8,0,26/01/2016,KETOROLACO 30MG AMP.,,,,"$5,220.00"
,60,3.833333333,0,26/01/2016,METAMIZOL 2.5GR/5ML AMP.,,,,$230.00
,200,1.9,0,26/01/2016,NAPROXENO GI TABS. DE 500MG C/10,,,,$380.00
,10,115,0,26/01/2016,LIDOCAINA 10% SPRAY,,,,"$1,150.00"
,20,22.5,16,26/01/2016,PILAS AA,,,,$450.00
,10,22.5,16,26/01/2016,PILAS,,,,$225.00
,20,22.5,16,26/01/2016,"PILA ""C""",,,,$450.00
,20,29,0,26/01/2016,PISACAINA S/EPINEFRINA F.A. 50 ML LIDOCAINA S/E 2%,,,,$580.00
,250,3.16,0,26/01/2016,RANITIDINA 50MG AMP.,,,,$790.00
,1,56,16,26/01/2016,SANITIZADOR ANTIBACTERIAL PURE&CLEAN 1 LT,,,,$56.00
,72,11.65,0,26/01/2016,CLORURO DE SODIO 0.9% 250ML,,,,$838.80
,7,226,0,26/01/2016,TRAUMASOL AEROSOL CLORURO DE ETILO,,,,"$1,582.00"
,15,19.17,0,26/01/2016,TRIB12 COMPUESTO COMPLEJO B + DICLOFENACO,,,,$287.50
,15,18,0,26/01/2016,TRIB12 DX COMPLEJO B + DEXAMETASONA + LIDOCAINA,,,,$270.00
,1000,1,0,26/01/2016,ZOAFALET-H TABS 400 MG IBUPROFENO,,,,"$1,000.00"
,600,1.16,0,26/01/2016,METACARBAMOL + PARACETAMOL 400/350MG TAB.,,,,$697.40
,60,2.6,0,26/01/2016,NEOMICINA + CAOLIN + PECTINA 129MG/280MG TAB.,,,,$156.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,0,0,00/00/0000,,,0,SUBTOTAL,"$32,135.01"
,,0,0,00/00/0000,,,0,TOTAL,"$37,276.61"
