FORMATO DE REQUISICION,,,,,,,,
ISSSTELEON,,,,,,,,
,,,,,,,,
FOLIO:,,,,,,FECHA:,,
,,,,,,26-ene-16,,
DESTINO:,,,,,,ELABORADO POR:,,
ISSSTELEON,,,,,,ARTURO HEREDIA,,
,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, TOTAL 
,1,17958,0.16,26/01/2016,"PINZA EXTRACTORA DE CUERPOS EXTRANOS, ABERTURA BILATERAL 7 CHARR 40 LOG CLAVE 27175",,,"$17,958.00"
,1,18871,0.16,26/01/2016,PINZA PARA BIOPSA DE ABERTURA BILATERAL 7 CHARR 40 LONG CLAVE 27177 A,,,"$18,871.00"
,1,1900,0.16,26/01/2016,EVACUADOR DE ELLICK CLAVE 730-125,,,"$1,900.00"
,1,1500,0.16,26/01/2016,SET CON 6 P PZS GUIA HIDROFOLICA 38 X 145 CM CLAVE 638403-SC,,,"$1,500.00"
,1,1480,0.16,26/01/2016,SET PARA VASECTOMIA CON TRES PIEZAS ( PINZA ANILLOS Y PUNTIAGUDA ) CLAVE HER-2110,,,"$1,480.00"
,,,,,,,,
,,,,,,,SUB TOTAL,"$41,709.00"
,,,,,,,IVA,"$6,673.44"
,,,,,,,TOTAL,"$48,382.44"
