FORMATO DE REQUISICI?N,,,,,,,,,
APS,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED1098,25,2.833333333,0,27/01/2016,Avapena / 20 mg  caja c/ 5 ampulas,,,,$70.83
MED0190,40,60,0,27/01/2016,Hidrocortizona ampula de 500 mg ,,,,"$2,400.00"
MAT1190,100,2.1,16,27/01/2016,Jeringas 10ml caja con 100 pzas,,,,$210.00
MAT1171,100,1.35,16,27/01/2016,Jeringas 3ml caja con 100 pzas,,,,$135.00
MAT1172,100,1.65,16,27/01/2016,Jeringas 5ml caja con 100 pzas,,,,$165.00
MED4412,60,4.666666667,0,27/01/2016,Ketorolaco IM caja con 3 ampulas,,,,$280.00
MAT0894,12,16.25,16,27/01/2016,Nylon 2-0 ,,,,$195.00
MAT0895,12,15.41666667,16,27/01/2016,Nylon 3-0 ,,,,$185.00
MAT0778,20,8,16,27/01/2016,Sabanas Simple ,,,,$160.00
MAT0944,10,38,16,27/01/2016,Tubo endotraquial No 7,,,,$380.00
MED0255,3,38,0,27/01/2016,NEOSPORING UNG.,,,,$114.00
MAT0506,300,0.85,16,27/01/2016,GUANTES DE TACTO NO ESTERIL CAJA CON 100 PZAS,,,,$255.00
MAT0502,100,14.75,16,00/00/0000,Guantes estriles  Nø7  por unidad ,,,,$0.00
MAT0503,100,5.9,16,00/00/0000,Guantes no estriles Nø8 por unidad  ,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,0,0,00/00/0000,,,0,SUBTOTAL,"$4,549.83"
,,0,0,00/00/0000,,,0,TOTAL,"$5,277.81"
