,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
310,,,,,,15-ago-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
DANA,,,,,,ALEJANDRO,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,5,368,0,2016-08-15,ITALDERMOL CREMA DE 30 GR,,,,
,6,345,0,2016-08-15,SULFADIACINA DE PLATA MICRONIZADA CREMA AL 1% TUBO DE 160Gr ARGENTANFIL PATENTE,,,,
,4,21.5,0,2016-08-15,VASELINA DE 90 GR,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
