,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,UBOLD,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,13-may-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
WWL AGS,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED0318,315,1.07,0,2016-05-13,AMANTADINA + CLORFENAMINA + PARACETAMOL 50MG/3MG/300MG TAB.,,,, $337.05 
MED0010,24,2.21,0,2016-05-13,ALKA SELTZER CAJA C/12,,,, $53.04 
MED0015,1,8,0,2016-05-13,AMBROXOL SOL. ORAL FCO.,,,, $8.00 
MED1050,60,0.85,0,2016-05-13,BENZONATATO PERLAS,,,, $51.00 
MED4448,50,1.48,0,2016-05-13,BROMURO DE BUTILHIOSCINA 10MG GRAGEAS ,,,, $74.00 
MED0061,6,4.83,0,2016-05-13,BROMURO DE BUTILHIOSCINA 20MG/1ML SOL INY.,,,, $28.98 
MED4481,12,19.33,0,2016-05-13,COMPLEJO B C/DEXAMETASONA LIDOCAINA INY,,,, $231.96 
MED0347,12,15,0,2016-05-13,COMPLEJO B C/DICLOFENACO INY,,,, $180.00 
MED4443,120,0.47,0,2016-05-13,DICLOFENACO 100MG TAB.C/10,,,, $56.40 
MED0116,6,5.75,0,2016-05-13,DICLOFENACO SODICO 75MG/3ML SOL.  INY.,,,, $34.50 
MED4491,90,18.6,0,2016-05-13,DOLO-NEUROBION TAB,,,," $1,674.00 "
MED4454,25,3.48,0,2016-05-13,ELECTROLITOS ORALES C/25,,,, $87.00 
MED4455,50,0.17,0,2016-05-13,GLIBENCLAMIDA TAB C/50,,,, $8.50 
MED1059,144,1.75,0,2016-05-13,GRANEODIN B 10 MG 24 BENZOCAINA ,,,, $252.00 
MED1030,70,0.85,0,2016-05-13,IBUPROFENO TABS 400 MG IBUPROFENO,,,, $59.50 
MED0216,48,2.67,0,2016-05-13,KETOROLACO  TAB SUBLINGUAL  30MG  ,,,, $128.16 
MED1032,45,5,0,2016-05-13,KETOROLACO 30MG AMP.,,,, $225.00 
MED1045,100,0.69,0,2016-05-13,KETOROLACO TAB. 10 MG,,,, $69.00 
MED0226,100,0.8,0,2016-05-13,LORATADINA 10MG GRAGEAS,,,, $80.00 
MED1053,100,0.66,0,2016-05-13,"MELOX PLUS TABS MASTICABLES  ALUMINIO,MAGNESIO,DIMETICONA C/50 ( SABOR CEREZA )",,,, $66.00 
MED0235,20,0.8,0,2016-05-13,METAMIZOL SODICO C/10 TABS,,,, $16.00 
MED0238,40,0.25,0,2016-05-13,Metoclopramida c/20,,,, $10.00 
MED0251,160,1.9,0,2016-05-13,NAPROXENO GI TABS. DE 500MG C/10,,,, $304.00 
MED1089,60,0.85,0,2016-05-13,NIMESULIDE GI TABS. DE 100 MG. NIMESULIDE,,,, $51.00 
MED0266,56,0.68,0,2016-05-13,OMEPRAZOL CAPSULA 20 MG C/14,,,, $38.08 
MED1088,150,0.45,0,2016-05-13,PARACETAMOL 500MG TAB. C/10,,,, $67.50 
MED1036,300,0.58,0,2016-05-13,PARACETAMOL / CAFEINA TABS,,,, $174.00 
MED1038,40,0.42,0,2016-05-13,RANITIDINA 150MG TAB.,,,, $16.80 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $4,381.47 "
,,,,,,,,," $5,082.51 "
