FORMATO DE REQUISICI?N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED0010,24,2.208333333,0,27/01/2016,ALKA SELSER .EF,,,,$60.95
MED1026,50,2,0,27/01/2016,ALUMINIO Y MAGNECIO (melox) TAB. ,,,,$115.00
MED0002,180,0.65,0,27/01/2016,ACIDO ACETILSALICILICO 500MG,,,,$134.55
MED0016,140,0.51,0,27/01/2016,AMBROXOL COMP. 30 MG,,,,$82.11
MED1050,100,0.885,0,27/01/2016,BENZONATATO PERLAS ,,,,$101.78
MED4448,40,2.5,0,27/01/2016,BUTILHIOSINA GRAGEAS 10 MG,,,,$115.00
MED1013,72,2.75,0,27/01/2016,BUTILHIOSINA / METAMISOL GRAGEAS,,,,$227.70
MED1069,3,5,0,27/01/2016,BUTILHIOSINA INY. 20 MG,,,,$17.25
MED4480,60,0.95,0,27/01/2016,CLORFENAMINA COMPUESTA,,,,$65.55
MED0066,30,0.25,0,27/01/2016,CAPTOPRIL DE 25 MG. ,,,,$8.63
MED4481,12,18,0,27/01/2016,COMPLEJO B C/DEXAMETASONA LIDOCAINA INY,,,,$248.40
MED4482,12,19.16666667,0,27/01/2016,COMPLEJO B C/DICLOFENACO INY,,,,$264.50
MED1012,15,3.933333333,0,27/01/2016,DEXAMETASONA  SOL. INY. 8 MG,,,,$67.85
MED4443,120,0.54,0,27/01/2016,DICLOFENACO 100 MG ,,,,$74.52
MED1008,3,17.8,0,27/01/2016,DICLOFENACO GEL,,,,$61.41
MED1082,3,4.7,0,27/01/2016,DIFENIDOL INY,,,,$16.22
MED1020,90,0.351333333,0,27/01/2016,DIFINIDOL TAB. 25 MG,,,,$36.36
MED4494,1,26.85,0,27/01/2016,GOTA DEX OFTALMICAS,,,,$30.88
MED0367,1,28,0,27/01/2016,DEXNE OTICO GOTAS,,,,$32.20
MED4483,90,1.15,0,27/01/2016,"COMPLEJO B CON DICLOFENACO TAB,",,,,$119.03
MED1059,144,2.041666667,0,27/01/2016,GRANEODIN TAB.,,,,$338.10
MED1030,60,1.1,0,27/01/2016,IBUPROFENO  TAB. 400 MG,,,,$75.90
MED1031,16,4.25,0,27/01/2016,KETOROLACO  TAB 30 ML  SL ,,,,$78.20
MED1032,30,5,0,27/01/2016,KETOROLACO INY. 30 MG ,,,,$172.50
MED1006,100,1.16,0,27/01/2016,KETOROLACO TAB. 10 MG,,,,$133.40
MED0223,48,0.791666667,0,27/01/2016,LOPERAMIDA  TAB. 2 MG,,,,$43.70
MED1090,60,1.26,0,27/01/2016,LORATADINA TAB.,,,,$86.94
MED4484,60,2.1,0,27/01/2016,LORATADINA / AMBROXOL ,,,,$144.90
MED0225,60,3.8,0,27/01/2016,LORATADINA/ FENILEFRINA,,,,$262.20
MED0235,30,0.85,0,27/01/2016,METAMIZOL SODICO 500 MG,,,,$29.33
MED4468,30,0.541666667,0,27/01/2016,METFORMINA TAB 850 MG,,,,$18.69
MED0238,40,0.4,0,27/01/2016,METOCLOPRAMIDA,,,,$18.40
MED1034,60,9.066666667,0,27/01/2016,NAPROXENO/CARISOPRODOL(contraxen) 250/200,,,,$625.60
MED1033,2,21.5,0,27/01/2016,NAFAZOLINA GOTAS OFTALMICAS,,,,$49.45
MED0251,120,2,0,27/01/2016,NAPROXENO TAB 500 MG,,,,$276.00
MED1089,30,0.89,0,27/01/2016,NIMESULIDA TAB. 100 MG,,,,$30.71
MED4485,50,0.785714286,0,27/01/2016,OMEPRAZOL COMP.40 MG,,,,$45.18
MED1088,150,0.5,0,27/01/2016,PARACETAMOL TAB. 500 MG,,,,$86.25
MED1036,300,0.9425,0,27/01/2016,PARACETAMOL / CAFEINA TABS,,,,$325.16
MED1029,40,1.075,0,27/01/2016,FENAZOPIRIDINA 100 MG,,,,$49.45
MED1089,40,0.38,0,27/01/2016,RANITIDINA TAB. 150 MG,,,,$17.48
MED1009,120,2.416666667,0,27/01/2016,TABCIN ,,,,$333.50
MED1063,1,51,0,27/01/2016,NORFENEFRINA,,,,$58.65
MED4495,30,8.333333333,0,27/01/2016,CLORTALIDONA,,,,$287.50
MED4455,30,0.2,0,27/01/2016,GLIBENCLAMIDA,,,,$6.90
MED4491,150,7,0,27/01/2016,DOLO-NEUROBION TAB,,,,"$1,207.50"
MED4472,2,17,0,27/01/2016,AGUA INYECTABLE 500ML,,,,$39.10
MAT0042,1,22,16,27/01/2016,ALCOHOL,,,,$25.30
MAT0210,100,0.2,16,27/01/2016,ABATELENGUAS,,,,$23.00
MAT0208,1,52.2,16,27/01/2016,ALGOD?N (TORUNDA),,,,$60.03
MAT1012,18,5,16,27/01/2016,VENDA ELASTICA 10 CM,,,,$103.50
MAT1016,20,3.5,16,27/01/2016,VENDA ELASTICA 5 CM,,0,,$80.50
MAT0349,20,8.5,16,27/01/2016,VENDA ELASTICA 15 CM,,0,,$195.50
MAT4025,100,1.195,16,27/01/2016,GUANTES DESECHABLE (esteriles) grandes,,,,$137.43
MAT1196,100,6.72,16,27/01/2016,TIRAS REACTIVAS DE GLUCOMETRO (ACCU CHEK 222),,,,$772.80
MAT4499,1,55,16,27/01/2016,BOTE ROJO DE 3 LITROS,,,,$63.25
MAT0341,100,0.333333333,16,27/01/2016,CUBREBOCAS,,,,$38.33
MAT1190,50,2.595,16,27/01/2016,JERINGA DESECHABLE  10 ML,,,,$149.21
MAT1130,50,1.68,16,27/01/2016,JERINGA DESECHABLE  3 ML,,,,$96.60
MAT4036,50,2.12,16,27/01/2016,JERINGA DESECHABLE  5 ML,,,,$121.90
MAT0588,50,0.65,16,27/01/2016,LANCETAS,,,,$37.38
MAT0918,30,1.65,16,27/01/2016,TOALLAS SANITARIAS,,,,$56.93
MED1085,1,226,16,27/01/2016,CLORURO DE ETILO SOLUCION DE 175 ML. ,,,,$259.90
