,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,14,119,16,2016-05-17,ABATELENGUAS C/500 PZAS.,,,," $1,666.00 "
,1,1125,16,2016-05-17,APOSITO TEGADERM 10X12 C/50,,,," $1,125.00 "
,50,12.5,16,2016-05-17,AGUA OXIGENADA 500 ML,,,, $625.00 
,10,87.5,16,2016-05-17,AGUJA DESECHABLE 22X32 MM. C/100 PZAS.,,,, $875.00 
,10,87.5,16,2016-05-17,AGUJA DESECHABLE 25X16 MM C/100 PZAS,,,, $875.00 
,72,31.5,16,2016-05-17,ALCOHOL ROJO 96 GR. LITRO CA•ITAS,,,," $2,268.00 "
,2,275,16,2016-05-17,ALKAZYME PAQ. C/12 SOBRES 20GR.,,,, $550.00 
,1,2925,16,2016-05-17,ALKACIDE ESTERELIZANTE 1 LITRO,,,," $2,925.00 "
,3,328.35,16,2016-05-17,APLICADOR PLASTICO C/ALGOD‡N C/100 C/3,,,, $985.05 
,6,87.5,16,2016-05-17,APLICADORES DE MADERA CAJA C/750 PZAS.,,,, $525.00 
,7,5279,16,2016-05-17,ACTIVATOR FOR COBRAS INTEGRA,,,," $36,953.00 "
,5,7385,16,2016-05-17,AVL HB CALIBRATOR 5XIML,,,," $36,925.00 "
,8,641.7,16,2016-05-17,BARRERA CONVEXA NIMAG C/5,,,," $5,133.60 "
,5,613.8,16,2016-05-17,BARRERA STOMAHESIVE FLEX 45MM C/5,,,," $3,069.00 "
,6,613.8,16,2016-05-17,BARRERA STOMAHESIVE FLEX 70MM C/5,,,," $3,682.80 "
,70,81,16,2016-05-17,BATA MEDICO-PACIENTE SMS AZUL C/10,,,," $5,670.00 "
,20,32,16,2016-05-17,BATA PARA CIRUJANO,,,, $640.00 
,6,83,16,2016-05-17,BRAZALETE IDENTIFICACION,,,, $498.00 
,12,728.84,16,2016-05-17,BOLSA DRENABLE 70 MM C/10,,,," $8,746.08 "
,12,728.84,16,2016-05-17,BOLSA DRENABLE S/F 70 MM C/10,,,," $8,746.08 "
,1,728.84,16,2016-05-17,BOLSA DRENABLE TRANSPARENTE C/10,,,, $728.84 
,3,796,16,2016-05-17,BOLSA OPACA CON FILTRO 70MM C/10,,,," $2,388.00 "
,100,2.18,16,2016-05-17,BOLSA RECOLECTORA DE ORINA NI•A,,,, $218.00 
,100,2.18,16,2016-05-17,BOLSA RECOLECTORA DE ORINA NI•O,,,, $218.00 
,6,2237,16,2016-05-17,"COBAS INTEGRA UA2, TRIG 250",,,," $13,422.00 "
,7,6328,16,2016-05-17,CELLPACK 20L (PK30L),,,," $44,296.00 "
,7,5698,16,2016-05-17,"CALSET PROGESTERONA,FT3,FT4",,,," $39,886.00 "
,7,7451,16,2016-05-17,"COMBITROL PLUS LEVEL 1,2,3",,,," $52,157.00 "
,2,225,16,2016-05-17,CAJA HOJA DE BISTURI AL CARBON No.15,,,, $450.00 
,8,985,16,2016-05-17,CAJA DE TUBO LATEX P/ASPIRACION,,,," $7,880.00 "
,30,196,16,2016-05-17,"CAJA CINTA MICROPORE 1.25 1/2""",,,," $5,880.00 "
,14,750,16,2016-05-17,"CAJA INTROCAN CERTO NUM 16,18,20,22",,,," $10,500.00 "
,100,2,16,2016-05-17,CAJA PETRI DESECHABLE S/DIVISION,,,, $200.00 
,350,15,16,2016-05-17,CAMPO ESTERIL HENDIDO 50X70 C/ADHESIVO,,,," $5,250.00 "
,10,35.7,16,2016-05-17,CANULA DE GUEDEL No. 2 PZA.,,,, $357.00 
,10,35.7,16,2016-05-17,CANULA DE GUEDEL No. 3 PZA,,,, $357.00 
,20,35.7,16,2016-05-17,CANULA DE GUEDEL No. 4 PZA,,,, $714.00 
,2,1091,16,2016-05-17,CATGUT CHROM 3/0 75CM. CAJA C/24 PZAS,,,," $2,182.00 "
,5,225,16,2016-05-17,CINTA TRANSPORE,,,," $1,125.00 "
,40,57.5,16,2016-05-17,CUBREBOCAS AZUL C/50,,,," $2,300.00 "
,7,112.5,16,2016-05-17,CUBRE ZAPATO SMS AZUL 100 PZAS.,,,, $787.50 
,20,375,16,2016-05-17,CIRCUITO BAIN DE 60 PULGADAS,,,," $7,500.00 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $321,278.95 "
,,,,,,,,," $372,683.58 "
