,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,19-sep-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,2,1202,16,2016-09-20,"DYNAGLASS PRELUDE FERULIZACION ROLLO 3"".",,,," $2,404.00 "
,5,2217,16,2016-09-20,"DYNAGLASS PRELUDE FERULIZACION ROLLO 4"".",,,," $11,085.00 "
,6,5450,16,2016-09-20,ELECSYS ESTRADIOL II CALSET (LYO) Y TSH,,,," $32,700.00 "
,4,3477,16,2016-09-20,EMPTY 150 STRIPS OF 4 CUVETTES,,,," $13,908.00 "
,3,12665,16,2016-09-20,E-CHECK (XE) 4X4.5MLX3 LOW/NORM/HIGH,,,," $37,995.00 "
,19,1920,16,2016-09-20,ELECTRODO PARCHE CAJA C/100,,,," $36,480.00 "
,30,594,16,2016-09-20,EQUIPO ESTERIL CIRUGIA UNIVERSAL AR.,,,," $17,820.00 "
,20,312.5,16,2016-09-20,EQUIPO ESTERIL PARA CIRUGIA MENOR,,,," $6,250.00 "
,100,6.88,16,2016-09-20,EQUIPO PARA VENOCLISIS NORMOGOTERO EST. DESECH.,,,, $688.00 
,300,8.75,16,2016-09-20,ESPEJO VAGINAL DESECH.,,,," $2,625.00 "
,2,375,16,2016-09-20,ESPONJA DE GASA 10X10 TEJIDO 20X12 DE 12 CAP. C/200,,,, $750.00 
,10,562.5,16,2016-09-20,ETIQUETAS ADHERIBLES PARA FRASCOS ROLLO 1000 PZAS.,,,," $5,625.00 "
,200,26.1,16,2016-09-20,FLEBOTEK QCO.NB VENOCLISIS,,,," $5,220.00 "
,60,30,16,2016-09-20,FUNDA P. MESA MAYO ESTERIL,,,," $1,800.00 "
,154,83,16,2016-09-20,GASA SECA 7.5X5CM.,,,," $12,782.00 "
,2,472.5,16,2016-09-20,GEL ULTRA PHONIC 4 LTS.,,,, $945.00 
,36,94.5,16,2016-09-20,GEL ANTIBACTERIAL DE 1 L.,,,," $3,402.00 "
,2,62.5,16,2016-09-20,"GORRO BLANCO REDONDO 21""",,,, $125.00 
,2,62.5,16,2016-09-20,GORRO PARA CIRUJANO,,,, $125.00 
,20,307,16,2016-09-20,"GUANTE P/CIRUJANO ESTERIL 6.5, 7 Y 7.5",,,," $6,140.00 "
,170,99,16,2016-09-20,GUANTE NO ESTERIL CH. ME. Y GD. C/100 PZAS.,,,," $16,830.00 "
,3,14477,16,2016-09-20,"HBA1C TQ 3.150 TESTS, COBAS C 501",,,," $43,431.00 "
,4,2809,16,2016-09-20,"ISE STANDARD LOW, MED, HIGH",,,," $11,236.00 "
,5,245,16,2016-09-20,ISODINE ESPUMA GALON,,,," $1,225.00 "
,8,221,16,2016-09-20,JERINGA HIP 3ML 23X25MM CAJA C/100,,,," $1,768.00 "
,2,548,16,2016-09-20,LANCETAS ONE TOUCH C/25,,,," $1,096.00 "
,30,36.12,16,2016-09-20,MASCARILLA P/OXIGENO C/TUBO 180CMS,,,," $1,083.60 "
,30,36.12,16,2016-09-20,MASCARILLA CON RESERVORIO ADULTO,,,," $1,083.60 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
