,,,,FORMATO DE REQUISICI…N,,,,,,
,,,,(RAZON SOCIAL),,,,,,
,,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,,
,,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,,
,,,,,,,,,,
,,,,,,,,,,
STOCK ID,CANTIDAD, PRECIO ,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,,
,2,750,16,14/03/2016,OXIMETRO DE DEDAL,,,,"$1,500.00",BENEFIC
,2,530,16,14/03/2016,MOCHILA TRAUMA II,,,,"$1,060.00",EMS
,2,640,16,14/03/2016,MOCHILA TRAUMA III,,,,"$1,280.00",EMS
,2,285,16,14/03/2016,BAUMANOMETRO ANEROIDE,,,,$570.00,BENEFIC
,2,168,16,14/03/2016,ESTESTOSCOPIO,,,,$336.00,BENEFIC
,2,52,16,14/03/2016,LAMPARA DE DIAGNOSTICO,,,,$104.00,BENEFIC
,2,360,16,14/03/2016,CHALECOS CON BANDAS ANTIREFLEJANTES ROJO,,,,$360.00,EMS
,2,368.5,16,14/03/2016,FERULA MOLDEABLE ,,,,$737.00,BENEFIC
,4,315,16,14/03/2016,CAJAS PARA MEDICAMENTOS ,,,,"$1,260.00",INVERMEDIC
,1,640,16,14/03/2016,MOCHILA VIAS AREAS,,,,$640.00,EMS
,1,290,16,14/03/2016,ESTUCHE DE DISECCION,,,,$290.00,BENEFIC
,1,145,16,14/03/2016,RINON DE ACERO 500 ML,,,,$145.00,BENEFIC
,1,675,16,14/03/2016,GLUCOMETRO,,,,$675.00,BENEFIC
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,,,,,,,,,$0.00,
,1,500,16,14/03/2016,ENVIO O FLETE,,,,$500.00,EMS
