,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,UBOLD,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,04-jul-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED0318,75,1.07,0,2016-07-01,AMANTADINA + CLORFENAMINA + PARACETAMOL 50MG/3MG/300MG TAB.,,,, $80.25 
MED0017,200,1.49,0,2016-07-01,DICLOXACILINA 500MG CAP.,,,, $298.00 
MED4448,100,2.1,0,2016-07-01,BUTILHIOSCINA 10 MG C/10 TAB,,,, $210.00 
MED0075,50,31.5,0,2016-07-01,CEFTRIAXONA 1G/10ML SOL. INY.,,,," $1,575.00 "
MED4483,150,0.83,0,2016-07-01,"COMPLEJO B CON DICLOFENACO TAB,",,,, $124.50 
MED4443,200,0.47,0,2016-07-01,DICLOFENACO 100MG TAB.C/10,,,, $94.00 
MED0195,50,1.23,0,2016-07-01,IBUPROFENO 600 MG,,,, $61.50 
MED1045,150,0.69,0,2016-07-01,KETOROLACO TAB. 10 MG,,,, $103.50 
MED0235,150,0.8,0,2016-07-01,METAMIZOL SODICO C/10 TABS,,,, $120.00 
MED1089,50,0.85,0,2016-07-01,NIMESULIDE GI TABS. DE 100 MG. NIMESULIDE,,,, $42.50 
MED1036,150,0.58,0,2016-07-01,PARACETAMOL / CAFEINA TABS,,,, $87.00 
MED1088,150,0.45,0,2016-07-01,PARACETAMOL 500MG TAB. C/10,,,, $67.50 
MED0282,120,2.46,0,2016-07-01,PEPTO BISMOL C/24 TAB PATENTE,,,, $295.20 
MED0347,3,15,0,2016-07-01,TRIB12 COMPUESTO COMPLEJO B + DICLOFENACO INY,,,, $45.00 
MED4550,45,13.85,0,2016-07-01,TAFIROL AC 500 MG/50MG  C/15 TABS,,,, $623.25 
MED4541,2,31.5,0,2016-07-01,NEOMICINA / GRAMIDICINA / POLIMIXINA B GOTAS OFTALMICAS ,,,, $63.00 
MED0061,198,8.33,0,2016-07-01,BUTILHIOSCINA SOL INY 20 MG / 1ML C/3 AMP,,,," $1,649.34 "
MED1012,1000,6.9,0,2016-07-01,ISONICOTINATO DE DEXAMETASONA 8MG/2ML,,,," $6,900.00 "
MED0366,50,4.1,0,2016-07-01,EPINEFRINA AMP 1 MG,,,, $205.00 
MED1032,670,5,0,2016-07-01,KETOROLACO 30MG AMP.,,,," $3,350.00 "
MED0296,10,70,0,2016-07-01,TETRACAINA SOL. OFTALMICA GTS. ,,,, $700.00 
MAT0571,300,3.56,16,2016-07-01,JERINGA 20CC SIN AGUJA,,,," $1,068.00 "
MAT0573,1000,1.3,16,2016-07-01,JERINGA 3ML (22X32),,,," $1,300.00 "
MAT0575,1000,1.48,16,2016-07-01,JERINGA 5CC (22X32),,,," $1,480.00 "
MAT1111,3,50,16,2016-07-01,LAMPARA DE BOLSILLO TIPO LED,,,, $150.00 
MAT1194,600,1.35,16,2016-07-01,LANCETAS P/GLUCOMETRO (ACCU CHECK PERFORMA),,,, $810.00 
MAT0738,30,7,16,2016-07-01,PUNTAS NASALES,,,, $210.00 
MAT0824,5,5,16,2016-07-01,SONDA ASPIRACION NO. 14 C/VALVULA,,,, $25.00 
MAT0829,5,6,16,2016-07-01,SONDA DE ASPIRACION NO. 18,,,, $30.00 
MAT2084,10,6.5,16,2016-07-01,TARRO DE PLASTICO CON TAPA ROSCA 500 ML,,,, $65.00 
MAT0454,1,518.5,16,2016-07-01,FOCO WELCH ALLYN 03400,,,, $518.50 
MAT0629,1,650,16,2016-07-01,MICROCYN SOL. GALON,,,, $650.00 
MED1045,40,0.69,0,2016-07-01,KETOROLACO TAB. 10 MG,,,, $27.60 
MED0346,20,6.5,0,2016-07-01,TREDA TABLETAS C/20 PATENTE,,,, $130.00 
,,,,,,,,,
