,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,28-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,1,120,16,2016-11-28,AGUA DESIONIZADA,,,, $120.00 
,1,304.2,16,2016-11-28,PRECICONTROL CLINCHEM MULTI 1,,,, $304.20 
,2,2184,16,2016-11-28,MICRO CUVETTE SEGMENT COBAS C 111 ( ROCHE ),,,," $4,368.00 "
,5,112,16,2016-11-28,THERMO-PRINTER PAPER FOR URISYS 1800 COBAS  c111,,,, $560.00 
,1,3277.33,16,2016-11-28,STROMATOLYSER 4DS (1 SOBRE DE 42 mL),,,," $3,277.33 "
,1,304.2,16,2016-11-28,PRECICONTROL CLINCHEM MULTI 2,,,, $304.20 
,2,2658,16,2016-11-28,CELLPACK,,,," $5,316.00 "
,3,346.75,16,2016-11-28,C.F.AS PARA COBAS C 111,,,," $1,040.25 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
