,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,29-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,15,889,16,2016-12-05,BOTA WALKER CHICA,,,," $13,335.00 "
,20,889,16,2016-12-05,BOTA WALKER GRANDE,,,," $17,780.00 "
,25,889,16,2016-12-05,BOTA WALKER MEDIANO,,,," $22,225.00 "
,20,51,16,2016-12-05,CABESTRILLO GRANDE,,,," $1,020.00 "
,5,51,16,2016-12-05,CABESTRILLO INFANTIL MED,,,, $255.00 
,20,51,16,2016-12-05,CABESTRILLO MEDIANO,,,," $1,020.00 "
,60,39.7,16,2016-12-05,COLLAR CERVICAL UNIVERSAL,,,," $2,382.00 "
,5,332,16,2016-12-05,FAJA LUMBOSACRA EXTRA GRANDE,,,," $1,660.00 "
,10,332,16,2016-12-05,FAJA LUMBOSACRA GRANDE,,,," $3,320.00 "
,20,332,16,2016-12-05,FAJA LUMBOSACRA MEDIANA,,,," $6,640.00 "
,10,153.4,16,2016-12-05,FERULA FISIOLOGICA PARA MUNECA MANO DER UNIVERSAL,,,," $1,534.00 "
,40,155,16,2016-12-05,RODILLERA ABIERTA UNIVERSAL,,,," $6,200.00 "
,15,62,16,2016-12-05,TOBILLERA ELASTICA CHICA,,,, $930.00 
,8,69,16,2016-12-05,TOBILLERA ELASTICA MEDIANA,,,, $552.00 
,5,337,16,2016-12-05,ZAPATO PARA YESO GRANDE,,,," $1,685.00 "
,1,620,16,2016-12-05,RODILLERA C/REFUERZOS  LATERAL  MED  ,,,, $620.00 
,5,186,16,2016-12-05,FERULA FISIOLOGICA PARA MUNECA MANO IZQ C/PULGAR  EN ABDUCCION  MEDIANA,,,, $930.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
