,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,800,1.6,16,2016-03-23,AGUJA VACUTAINER ,,,,
,600,1.6,16,2016-03-23,TUBO ROJO,,,,
,800,1.6,16,2016-03-23,TUBO LILA,,,,
,700,0.8,16,2016-03-23,VASOS PARA MUESTRAS,,,,
,300,6.37,16,2016-03-23,TIRAS MULTISTIX,,,,
,3,90,16,2016-03-23,ANTI A,,,,
,3,90,16,2016-03-23,ANTI B,,,,
,3,195,16,2016-03-23,ANTI D,,,,
,400,0.26,16,2016-03-23,CUBREOBJETOS,,,,
,150,0.4,16,2016-03-23,PORTAOBJETOS,,,,
,150,3.8,16,2016-03-23,PRUEBA DE EMBARAZO,,,,
,40,150.4,16,2016-03-23,PRUEBA DE VIH,,,,
,400,12.5,16,2016-03-23,TIRAS ANFETAMINAS,,,,
,400,12.5,16,2016-03-23,TIRAS COCAINA,,,,
,400,12.5,16,2016-03-23,TIRAS MARIHUANA,,,,
,100,43.2,16,2016-03-23,REACTIVO ANTIDOPING TRES DROGAS,,,,
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
