,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,07-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
FARMACIA AR,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,5,11,16,2016-11-08,VENDA ELASTICA 20 CM,,1, $11.00 , $55.00 
,3,8.5,16,2016-11-08,TERMOMETRO ORAL CLINICO MERCURIAL,,1, $8.50 , $25.50 
,5,5.5,16,2016-11-08,VENDA ELASTICA 15CM,,1, $5.50 , $27.50 
,5,2.3,16,2016-11-08,VENDA ELASTICA 5CMX4.5MTS,,1, $2.30 , $11.50 
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,SUBTOTAL, $119.50 
,,,,,,,,IVA, $19.12 
,,,,,,,,TOTAL, $138.62 
,,,,,,,,,
