,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,1000,0.22,16,29/02/2016,ABATELENGUAS,,,,$220.00
,500,0.375,0,29/02/2016,AMBROXOL 30MG COMP. ,,,,$187.50
,240,1,0,29/02/2016,AMPICILINA 500MG CAP.,,,,$240.00
,600,1.066666667,0,29/02/2016,AMANTADINA + CLORFENAMINA + PARACETAMOL 50MG/3MG/300MG TAB.,,,,$640.00
,450,1.133333333,0,29/02/2016,METACARBAMOL + PARACETAMOL 400/350MG TAB.,,,,$510.00
,400,3.77,0,29/02/2016,CETIRIZINA TAB 10 MG C/10,,,,"$1,508.00"
,5,12.3,0,29/02/2016,CLORANFENICOL SOL. OFT. ,,,,$61.50
,600,0.73,0,29/02/2016,CLORFENAMINA COMPUESTA KY6 500MG,,,,$438.00
,2000,0.425,0,29/02/2016,DICLOFENACO 100MG TAB.,,,,$850.00
,120,20,0,29/02/2016,HIDRASEC TAB 100 MG C/30,,,,"$2,400.00"
,250,1.23,0,29/02/2016,IBUPROFENO 600 MG,,,,$307.50
,600,0.85,0,29/02/2016,ZOAFALET-H TABS 400 MG IBUPROFENO,,,,$510.00
,400,1.3,16,29/02/2016,JERINGA 3ML (22X32),,,,$520.00
,400,1.48,16,29/02/2016,JERINGA 5CC (22X32),,,,$592.00
,500,2.125,0,29/02/2016,NEOMICINA + CAOLIN + PECTINA 129MG/280MG TAB.,,,,"$1,062.50"
,420,0.54,0,29/02/2016,LOPERAMIDA 2 MG C/12 TABLETAS,,,,$226.80
,480,3.05,0,29/02/2016,LORATADINA + BETAMETASONA 5.0MG/0.25MG TAB.,,,,"$1,464.00"
,500,2.7,0,29/02/2016,METOCARBAMOL/ MELOXICAM TAB C/10,,,,"$1,350.00"
,500,0.25,0,29/02/2016,Metoclopramida c/20,,,,$125.00
,600,0.678571429,0,29/02/2016,OMEPRAZOL CAPSULA 20 MG C/14,,,,$407.14
,450,0.225,0,29/02/2016,PARACETAMOL 500MG TAB.,,,,$101.25
,400,1.3,0,29/02/2016,PARACETAMOL C/ NAPROXENO,,,,$520.00
,4,70,0,29/02/2016,TETRACAINA SOL. OFTALMICA GTS. // PATENTE,,,,$280.00
,500,2.2,0,29/02/2016,SAL DE UVAS PICOT C/50,,,,"$1,100.00"
,300,6.96,16,29/02/2016,TIRAS REACTIVAS ACTIVE  ACCU CHECK ,,,,"$2,088.00"
,150,1.5,16,29/02/2016,Toallas sanitarias c/10,,,,$225.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
