,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD, PRECIO ,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED0002,100,0.55,0,2016-05-24,ACIDO ACETILSALICILICO 500 MG,,,, $55.00 
MED4469,20,7,0,2016-05-24,ATROPINA 1MG/1ML AMP.,,,, $140.00 
MED1098,30,38.2,0,2016-05-24,CLOROPIRAMINA 20 MG / 2 ML SOL INY,,,," $1,146.00 "
MED4444,3,98,0,2016-05-24,BROMURO DE IPRATROPIO SPRAY,,,, $294.00 
MED0061,80,4.83,0,2016-05-24,BUTILHIOSCINA SOL INY 20 MG / 1ML C/3 AMP,,,, $386.40 
MED0066,30,0.19,0,2016-05-24,CAPTOPRIL GI TABS DE 25 MG. TAB. CAPTOPRIL,,,, $5.70 
MED1012,80,6.9,0,2016-05-24,DEXAMETASONA SOL INY 8 MG 2 ML,,,, $552.00 
MED4443,200,0.47,0,2016-05-24,DICLOFENACO 100 MG TAB,,,, $94.00 
MED0116,100,5.75,0,2016-05-24,DICLOFENACO SODICO SOL INY 75MG / 3ML ,,,, $575.00 
MED0119,50,4.75,0,2016-05-24,DIFENIDOL  SOL INY 40MG / 2ML C/2,,,, $237.50 
MED1030,100,0.85,0,2016-05-24,IBUPROFENO TABS 400 MG IBUPROFENO,,,, $85.00 
MED0208,30,1.88,0,2016-05-24,ISORBID TABS. DE 5 MG 0 DINITRATO DE ISOSORBIDA,,,, $56.40 
MED1045,100,0.69,0,2016-05-24,KETOROLACO TAB. 10 MG,,,, $69.00 
MED1032,100,5,0,2016-05-24,KETOROLACO INY 30 MG / 1 ML C/3 AMP,,,, $500.00 
MED0216,36,2.67,0,2016-05-24,KETOROLACO  TAB SUBLINGUAL  30MG  ,,,, $96.12 
MED0223,120,0.75,0,2016-05-24,LOPERAMIDA 2 MG C/12 TABLETAS,,,, $90.00 
MED0226,100,0.8,0,2016-05-24,LORATADINA GI GRAGEAS 10 MG LORATADINA,,,, $80.00 
MED4451,40,7,0,2016-05-24,MECLIZINA + PIRIDOXINA 25 MG AMPOLLETAS C/5,,,, $280.00 
MED0239,72,15,0,2016-05-24,METOCLOPRAMIDA SOL INY 10MG/2ML AMP C/6,,,," $1,080.00 "
MED0251,100,1.9,0,2016-05-24,NAPROXENO GI TABS. DE 500MG C/10,,,, $190.00 
MED4446,7,56.71,0,2016-05-24,TRINITRATO DE GLICERILO 5 MG PARCHES,,,, $396.97 
MED1088,150,0.45,0,2016-05-24,PARACETAMOL TAB 500MG C/10,,,, $67.50 
MED1037,80,2.7,0,2016-05-24,RANITIDINA INY 50 MG / 2 ML C/5 AMP,,,, $216.00 
MED0322,200,2.33,0,2016-05-24,"SEDALMERK TABLETAS 500 MG PARACETAMOL, CAFEINA Y FENILEFRINA",,,, $466.00 
MAT4050,5,18.5,0,2016-05-24,HARTMAN 500ML,,,, $92.50 
MAT0009,8,24,0,2016-05-24,AGUA DE IRRIGACION 1LT,,,, $192.00 
MAT0209,10,11.65,0,2016-05-24,CLORURO DE SODIO 0.9% 250ML,,,, $116.50 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $7,559.59 "
,,,,,,,,," $8,769.12 "
