FORMATO DE REQUISICI…N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,28-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,800,1.6,16,28/11/2016,AGUJAS KIMA 21GX1 1/2 (VERDE),,,,"$1,280.00"
,500,1.6,16,28/11/2016,TUBO ROJO ,,,,$800.00
,400,1.6,16,28/11/2016,TUBO LILA,,,,$640.00
,300,6.37,16,28/11/2016,TIRAS MULTISTIX,,,,"$1,911.00"
,2,84,16,28/11/2016,"ANTIGENO TIFICO ""O"" FCO. 5ML",,,,$168.00
,2,84,16,28/11/2016,"ANTIGENO TIFICO ""H"" FCO. 5ML",,,,$168.00
,2,84,16,28/11/2016,"ANTIGENO PARATIFICO ""A"" FCO. 5ML",,,,$168.00
,2,84,16,28/11/2016,"ANTIGENO PARATIFICO ""B"" FCO. 5ML",,,,$168.00
,2,84,16,28/11/2016,ANTIGENO PROTEUX OX-19 FCO. 5ML,,,,$168.00
,2,131,16,28/11/2016,ANTIGENO BRUCELLA FCO. 5ML,,,,$262.00
,4,90,16,28/11/2016,SUEROS ANTI-A  FCO. 10ml   BIO RAD,,,,$360.00
,4,90,16,28/11/2016,SUEROS ANTI-B   FCO. 10ml   BIO RAD,,,,$360.00
,4,195,16,28/11/2016,SUEROS ANTI-D   FCO. 10ml   BIO RAD,,,,$780.00
,1600,0.8,16,28/11/2016,VASOS PARA MUESTRAS,,,,"$1,280.00"
,4,0.2,16,28/11/2016,PUNTILLAS AMARILLAS (100 uL),,,,$0.80
,3,23.5,16,28/11/2016,REACTIVO H.I.V. PRUEBAS RAPIDAS,,,,$70.50
,8,12.5,16,28/11/2016,TIRAS ANFETAMINA ,,,,$100.00
,8,12.5,16,28/11/2016,TIRAS MARIHUANA ,,,,$100.00
,8,12.5,16,28/11/2016,TIRAS COCAINA,,,,$100.00
,150,0.47,16,28/11/2016,PORTA OBJETOS C/50 CORNIN,,,,$70.50
,2,3.8,16,28/11/2016,PRUEBA DE EMBARAZO DE 200 MU/MI,,,,
,500,0.26,16,28/11/2016,CUBREOBJETOS 22X22,,,,
,80,23.5,16,28/11/2016,REACTIVO H.I.V. PRUEBAS RAPIDAS,,,,
,1,499,16,28/11/2016,HEMA SCREEN (C/50),,,,
,4,340,16,28/11/2016,PLACAS BLANCAS PARA REACCIONES FEBRILES,,,,
,1,279.5,16,28/11/2016,CONTROLES PARA REACCIONES FEBRILES,,,,
