,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,08-ago-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,100,23.2,0,2016-08-03,AMANTADINA + CLORFENAMINA + PARACETAMOL SOLUCION PED. GOTAS 30 ML.,,,," $2,320.00 "
,20,6,0,2016-08-03,AMIKACINA 500MG/2ML AMP.,,,, $120.00 
,90,21,0,2016-08-03,BROMURO DE BUTILHIOSCINA + METAMIZOL 20MG/25GR DE 5ML COMP. AMP.,,,," $1,890.00 "
,380,1.49,0,2016-08-03,DICLOXACILINA 500MG CAP.,,,, $566.20 
,20,16.5,0,2016-08-03,DICLOXACILINA SUSP. 250MG FCO.,,,, $330.00 
,18,14,0,2016-08-03,DIGOXINA 0.25 MG/ML SOL. INY. C/6,,,, $252.00 
,20,17,0,2016-08-03,DIMENHIDRINATO 25MG SUP.,,,, $340.00 
,20,0.32,0,2016-08-03,DINITRATO DE ISOSORBIDA 10MG TAB.,,,, $6.40 
,10,58.1,0,2016-08-03,DINITRATO DE ISOSORBIDA 1MG/1ML SOL. INY.,,,, $581.00 
,10,10,0,2016-08-03,DOPAMINA 200MG/5ML SOL. INY.,,,, $100.00 
,30,4.333333333,0,2016-08-03,GLICEROL 1.380GR SUP.,,,, $130.00 
,5,15,0,2016-08-03,HIDROXIDO DE MAGNESIO LECHE 180 ML,,,, $75.00 
,2,105,0,2016-08-03,INSULINA HUMANA NPH 100UI/ML FCO. AMPULA,,,, $210.00 
,200,11,0,2016-08-03,IPRATROPIO + SALBUTAMOL 50MG/2.5MG AMP.,,,," $2,200.00 "
,24,70.5,0,2016-08-03,LIBERTRIM SOL. INY 0.050GR/ 5ML C/6 AMP TRIMEBUTINA,,,," $1,692.00 "
,400,0.3,0,2016-08-03,MALEATO DE CLORFENAMINA 4MG TAB.,,,, $120.00 
,400,0.89,0,2016-08-03,MECLIZINA + PIRIDOXINA 25MG TAB.,,,, $356.00 
,40,180,0,2016-08-03,MECLIZINA + PIRIDOXINA JARABE FCO.,,,," $7,200.00 "
,2,1.28,0,2016-08-03,MELOX PLUS TABS MASTICABLES 0,,,, $2.56 
,150,2.76,0,2016-08-03,NAPROXEN/PARACETAMOL SUPOSITORIOS,,,, $414.00 
,1,720,0,2016-08-03,SERETIDE   INHALADOR  ,,,, $720.00 
,70,26,0,2016-08-03,TRIMEBUTINA SUSP. JUNIOR DE 2GR/100ML FCO. C/100ML ,,,," $1,820.00 "
,5,196,0,2016-08-03,TRITICUM VULGARE CREMA  ITALDERMOL  ,,,, $980.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
