,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,23-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MAT0021,300,0.66,16,2016-11-22,AGUJA DESECHABLE 20X32MM,,,, $198.00 
MAT0024,300,0.66,16,2016-11-22,AGUJA DESECHABLE 23X25MM,,,, $198.00 
MAT0025,300,0.66,16,2016-11-22,AGUJA DESECHABLE 25X16MM,,,, $198.00 
MAT0079,20,6.5,16,2016-11-22,BATAS DESECHABLES,,,, $130.00 
MAT0335,24,31,16,2016-11-22,CROMICO 3-0 G126 (G3713-75),,,, $744.00 
MAT0484,700,0.85,16,2016-11-22,GASA SECA ESTêRIL 10X10,,,, $595.00 
MAT0485,700,0.59,16,2016-11-22,GASA SECA ESTêRIL 7X5,,,, $413.00 
MAT1100,1,721,16,2016-11-22,GLUCOMETRO ACU CHECK PERFORMA,,,, $721.00 
MAT0508,100,4.5,16,2016-11-22,GUANTES CAUCHO NO. 6.5 USO CIRUGIA,,,, $450.00 
MAT4016,200,0.98,16,2016-11-22,GUANTES LATEX MEDIANOS ESTERIL,,,, $196.00 
MAT0562,50,5.9,16,2016-11-22,JELCO NO. 14,,,, $295.00 
MAT0563,100,5.9,16,2016-11-22,JELCO NO. 16,,,, $590.00 
MAT0564,150,5.9,16,2016-11-22,JELCO NO. 18 CATETER I.V.,,,, $885.00 
MAT0565,150,5.9,16,2016-11-22,JELCO NO. 20,,,, $885.00 
MAT0566,150,5.9,16,2016-11-22,JELCO NO. 22,,,, $885.00 
MAT0567,150,5.9,16,2016-11-22,JELCO NO. 24,,,, $885.00 
MAT4500,25,5.5,16,2016-11-22,NORMOGOTERO,,,, $137.50 
MAT1173,20,8,16,2016-11-22,SABANA PARA CAMILLA,,,, $160.00 
MAT0916,100,5.4,16,2016-11-22,TIRAS REACTIVAS ( ACCU CHECK PERFOMA ),,,, $540.00 
MAT1012,60,3.74,16,2016-11-22,VENDA ELASTICA 10CMX4.5MTS,,,, $224.40 
MAT9999,3,168,16,2016-11-22,CAJA ORGANIZADORA PLASTICA,,,, $504.00 
MAT4545,800,1,16,2016-11-22,GUANTE AZULES MEDIANOS,,,, $800.00 
MAT4560,1,48,16,2016-11-22,ROLLO BOLSA PLASTICO MEDIANA,,,, $48.00 
,,,,,,,,,
